,task_1_sST/Visium/DLPFC/d1_overall,task_1_sST/Visium/DLPFC/d1_BPC,task_1_sST/Visium/DLPFC/d1_BER,task_1_sST/Visium/DLPFC/d1_SPC,task_1_sST/Visium/DLPFC/d1_DTP,task_2_sST/Visium/DLPFC/d2_overall,task_2_sST/Visium/DLPFC/d2_BPC,task_2_sST/Visium/DLPFC/d2_BER,task_2_sST/Visium/DLPFC/d2_SPC,task_2_sST/Visium/DLPFC/d2_DTP,task_3_sST/Visium/DLPFC/d3_overall,task_3_sST/Visium/DLPFC/d3_BPC,task_3_sST/Visium/DLPFC/d3_BER,task_3_sST/Visium/DLPFC/d3_SPC,task_3_sST/Visium/DLPFC/d3_DTP,task_4_sST/Visium/mb_overall,task_4_sST/Visium/mb_BPC,task_4_sST/Visium/mb_BER,task_4_sST/Visium/mb_SPC,task_4_sST/Visium/mb_DTP,task_5_sST/Array/kidny_overall,task_5_sST/Array/kidny_BPC,task_5_sST/Array/kidny_BER,task_5_sST/Array/kidny_SPC,task_5_sST/Array/kidny_DTP,task_6_sST/Array/liver_overall,task_6_sST/Array/liver_BPC,task_6_sST/Array/liver_BER,task_6_sST/Array/liver_SPC,task_6_sST/Array/liver_DTP,task_7_sST/Stereo/dlpfc_overall,task_7_sST/Stereo/dlpfc_BPC,task_7_sST/Stereo/dlpfc_BER,task_7_sST/Stereo/dlpfc_SPC,task_7_sST/Stereo/dlpfc_DTP,task_8_sST/Stereo/mouse_emb_overall,task_8_sST/Stereo/mouse_emb_BPC,task_8_sST/Stereo/mouse_emb_BER,task_8_sST/Stereo/mouse_emb_SPC,task_8_sST/Stereo/mouse_emb_DTP,task_9_sST/Stereo/arista_overall,task_9_sST/Stereo/arista_BPC,task_9_sST/Stereo/arista_BER,task_9_sST/Stereo/arista_SPC,task_9_sST/Stereo/arista_DTP,task_10_sST/Slide/lung_overall,task_10_sST/Slide/lung_BPC,task_10_sST/Slide/lung_BER,task_10_sST/Slide/lung_SPC,task_10_sST/Slide/lung_DTP,task_11_sST/Slide/lymph_overall,task_11_sST/Slide/lymph_BPC,task_11_sST/Slide/lymph_BER,task_11_sST/Slide/lymph_SPC,task_11_sST/Slide/lymph_DTP,task_12_iST/cosmx/lung0_overall,task_12_iST/cosmx/lung0_BPC,task_12_iST/cosmx/lung0_BER,task_12_iST/cosmx/lung0_SPC,task_12_iST/cosmx/lung0_DTP,task_13_iST/cosmx/lung1_overall,task_13_iST/cosmx/lung1_BPC,task_13_iST/cosmx/lung1_BER,task_13_iST/cosmx/lung1_SPC,task_13_iST/cosmx/lung1_DTP,task_14_iST/merfish/brain_0_overall,task_14_iST/merfish/brain_0_BPC,task_14_iST/merfish/brain_0_BER,task_14_iST/merfish/brain_0_SPC,task_14_iST/merfish/brain_0_DTP,task_15_iST/merfish/brain_1_overall,task_15_iST/merfish/brain_1_BPC,task_15_iST/merfish/brain_1_BER,task_15_iST/merfish/brain_1_SPC,task_15_iST/merfish/brain_1_DTP,task_16_iST/merfish/brain_2_overall,task_16_iST/merfish/brain_2_BPC,task_16_iST/merfish/brain_2_BER,task_16_iST/merfish/brain_2_SPC,task_16_iST/merfish/brain_2_DTP,task_17_iST/merfish/cortex_0_overall,task_17_iST/merfish/cortex_0_BPC,task_17_iST/merfish/cortex_0_BER,task_17_iST/merfish/cortex_0_SPC,task_17_iST/merfish/cortex_0_DTP,task_18_iST/merfish/cortex_1_overall,task_18_iST/merfish/cortex_1_BPC,task_18_iST/merfish/cortex_1_BER,task_18_iST/merfish/cortex_1_SPC,task_18_iST/merfish/cortex_1_DTP,task_19_iST/merfish/cortex_2_overall,task_19_iST/merfish/cortex_2_BPC,task_19_iST/merfish/cortex_2_BER,task_19_iST/merfish/cortex_2_SPC,task_19_iST/merfish/cortex_2_DTP,task_20_iST/starmap/cortex_overall,task_20_iST/starmap/cortex_BPC,task_20_iST/starmap/cortex_BER,task_20_iST/starmap/cortex_SPC,task_20_iST/starmap/cortex_DTP,task_21_iST/starmap/brain_overall,task_21_iST/starmap/brain_BPC,task_21_iST/starmap/brain_BER,task_21_iST/starmap/brain_SPC,task_21_iST/starmap/brain_DTP,task_22_iST/xenium/brain_act_overall,task_22_iST/xenium/brain_act_BPC,task_22_iST/xenium/brain_act_BER,task_22_iST/xenium/brain_act_SPC,task_22_iST/xenium/brain_act_DTP,task_23_iST/xenium/brain_ctl_overall,task_23_iST/xenium/brain_ctl_BPC,task_23_iST/xenium/brain_ctl_BER,task_23_iST/xenium/brain_ctl_SPC,task_23_iST/xenium/brain_ctl_DTP,task_24_iST/xenium/brain_inact_overall,task_24_iST/xenium/brain_inact_BPC,task_24_iST/xenium/brain_inact_BER,task_24_iST/xenium/brain_inact_SPC,task_24_iST/xenium/brain_inact_DTP,task_25_cross_plarform/MERFISH_MERFISH_overall,task_25_cross_plarform/MERFISH_MERFISH_BPC,task_25_cross_plarform/MERFISH_MERFISH_BER,task_25_cross_plarform/MERFISH_MERFISH_SPC,task_25_cross_plarform/MERFISH_MERFISH_DTP,task_26_cross_plarform/MERFISH_Slide-seq_overall,task_26_cross_plarform/MERFISH_Slide-seq_BPC,task_26_cross_plarform/MERFISH_Slide-seq_BER,task_26_cross_plarform/MERFISH_Slide-seq_SPC,task_26_cross_plarform/MERFISH_Slide-seq_DTP,task_27_cross_plarform/STARMap_MERFISH_overall,task_27_cross_plarform/STARMap_MERFISH_BPC,task_27_cross_plarform/STARMap_MERFISH_BER,task_27_cross_plarform/STARMap_MERFISH_SPC,task_27_cross_plarform/STARMap_MERFISH_DTP,task_28_cross_plarform/STARMap_Slide-seq_overall,task_28_cross_plarform/STARMap_Slide-seq_BPC,task_28_cross_plarform/STARMap_Slide-seq_BER,task_28_cross_plarform/STARMap_Slide-seq_SPC,task_28_cross_plarform/STARMap_Slide-seq_DTP,task_29_SP_overall,task_29_SP_BPC,task_29_SP_BER,task_29_SP_SPC,task_29_SP_DTP,task_30_SM_overall,task_30_SM_BPC,task_30_SM_BER,task_30_SM_SPC,task_30_SM_DTP,task_31_SE/H3K27ac_overall,task_31_SE/H3K27ac_BPC,task_31_SE/H3K27ac_BER,task_31_SE/H3K27ac_SPC,task_31_SE/H3K27ac_DTP,task_32_SE/H3K4me3_overall,task_32_SE/H3K4me3_BPC,task_32_SE/H3K4me3_BER,task_32_SE/H3K4me3_SPC,task_32_SE/H3K4me3_DTP,task_33_SE/ATAC/peak_overall,task_33_SE/ATAC/peak_BPC,task_33_SE/ATAC/peak_BER,task_33_SE/ATAC/peak_SPC,task_33_SE/ATAC/peak_DTP
GraphPCA,1.0,1.0,0.6954022988505747,0.8525641025641025,0.9382022471910112,1.0,0.8682432432432432,0.7083333333333334,0.9183673469387755,0.9147727272727273,0.938448722695298,1.0,0.676300578034682,0.8590604026845637,0.9772727272727272,0.8779306335981399,0.7993079584775087,0.923076923076923,0.8,0.7584269662921348,0.9342960288808665,0.9344262295081968,0.5380116959064326,0.673469387755102,0.9844961240310077,0.8251473477406679,0.5338983050847458,0.5714285714285714,0.6928571428571428,0.905109489051095,0.9232756393696718,0.6666666666666666,0.7482014388489209,0.8442622950819673,0.7549668874172186,,,,,,0.9659400544959127,0.8837209302325582,0.7565789473684211,0.9130434782608695,1.0,,,,,,0.9673831542114472,1.0,0.6028368794326241,0.8181818181818182,0.8111888111888111,,,,,,,,,,,1.0,1.0,0.7034482758620689,0.8134328358208955,0.8014705882352942,0.9880371093749999,0.948936170212766,0.7077922077922078,0.9016393442622951,0.8450704225352114,,,,,,,,,,,0.931442663378545,0.9766355140186916,0.6866197183098592,0.8181818181818182,0.8384615384615385,0.9684358194996493,1.0,0.5616883116883117,0.8985507246376812,0.8571428571428571,0.9521197007481297,0.8867924528301887,0.6551724137931035,0.8774193548387097,0.9041916167664671,0.9987217180109934,0.9270833333333334,0.6259541984732824,0.8828125,0.9473684210526315,,,,,,,,,,,,,,,,1.0,0.9090909090909091,0.7171052631578948,0.984375,1.0,0.9271255060728745,0.7316017316017316,0.5961538461538463,0.8759124087591241,1.0,0.9508622726198913,0.7322175732217573,0.697986577181208,0.9461538461538461,1.0,0.8869154676258993,0.6538461538461539,0.6602564102564104,0.9312977099236641,1.0,,,,,,0.8296994696523278,0.9230769230769231,0.25,0.8272727272727273,0.9813084112149534,0.9256725237132638,1.0,0.40625,0.808695652173913,0.7692307692307693,0.8969924812030076,0.9306666666666666,0.4385245901639344,0.7739130434782608,0.8461538461538463,0.7605098996474097,1.0,0.1821705426356589,0.7610619469026548,0.8805309734513274
STAIR,0.9466113149256614,0.7912621359223301,0.5804597701149425,1.0,0.9213483146067415,0.9486153846153846,0.8327702702702703,0.44940476190476186,0.9387755102040817,1.0,0.8780081451314328,0.7749576988155669,0.5780346820809248,0.959731543624161,0.9715909090909091,0.9784925402053866,0.9273356401384083,0.7622377622377622,1.0,0.9044943820224719,0.8796630565583634,0.7090163934426229,0.49707602339181284,0.8639455782312925,0.813953488372093,0.8826129666011786,0.6779661016949152,0.5595238095238095,0.7785714285714286,0.8686131386861314,0.9989666752777059,0.9541666666666667,0.658273381294964,0.8442622950819673,0.794701986754967,1.0,0.9097222222222222,0.6630434782608696,1.0,1.0,0.7985921889191644,0.5465116279069767,0.7368421052631579,0.8869565217391304,0.7832167832167831,1.0,0.9487179487179487,0.48905109489051096,0.8461538461538461,0.9044117647058825,0.9125218695326168,0.7315010570824524,0.6666666666666667,0.8257575757575758,0.8251748251748252,0.9202435312024353,0.8333333333333334,0.34426229508196726,0.9203539823008849,0.9396551724137931,1.0,1.0,0.5655737704918034,0.8672566371681416,0.8648648648648649,0.9625292740046839,0.8873239436619719,0.496551724137931,0.8731343283582089,0.9264705882352942,0.9177246093749999,0.8638297872340426,0.5227272727272727,0.9344262295081968,0.8450704225352114,0.9964807796426639,0.8577981651376146,0.60431654676259,0.9416666666666667,0.9147286821705427,1.0,0.989247311827957,0.65,0.9043478260869565,0.8869565217391304,1.0,0.9392523364485982,0.7323943661971831,0.9166666666666666,0.9692307692307692,1.0,0.932,0.6688311688311689,0.8985507246376812,0.9357142857142857,0.9102244389027432,0.7770154373927959,0.47126436781609193,1.0,0.9161676646706588,1.0,0.9145833333333333,0.5572519083969466,0.9296875,0.9774436090225563,0.9242111471542317,0.8379888268156425,0.5076923076923077,0.896551724137931,0.8717948717948718,1.0,0.9905882352941177,0.53125,1.0,0.982608695652174,1.0,0.9608938547486033,0.5041322314049587,0.9905660377358491,1.0,0.9634766527970411,0.8398268398268398,0.6973684210526316,0.9921875,0.9440559440559441,0.9542748273398428,1.0,0.7051282051282052,0.7737226277372263,0.8260869565217391,1.0,0.9330543933054394,0.7785234899328859,0.8846153846153846,0.9558823529411765,0.941771582733813,0.9188034188034188,0.7243589743589745,0.9236641221374046,0.8802816901408451,,,,,,,,,,,,,,,,,,,,,,,,,
STAGATE,0.9392739911179765,0.7977346278317152,0.6551724137931035,0.8461538461538461,0.9831460674157303,0.9923076923076923,0.7753378378378378,0.6785714285714286,0.9319727891156463,1.0,1.0,0.9746192893401016,0.7687861271676301,1.0,1.0,1.0,1.0,0.8671328671328671,0.8387096774193549,1.0,0.9997593261131168,0.9180327868852459,0.7426900584795321,0.7414965986394558,0.8992248062015503,1.0,0.8305084745762712,0.7261904761904762,0.7285714285714285,1.0,1.0,0.9958333333333333,0.44244604316546765,0.9508196721311475,0.8476821192052981,,,,,,1.0,1.0,0.7368421052631579,0.9826086956521739,0.9510489510489509,0.9281501340482575,0.8205128205128205,0.5912408759124088,0.7615384615384615,0.7941176470588236,0.916895776055986,0.8477801268498943,0.6453900709219859,0.7348484848484849,0.846153846153846,1.0,0.9623655913978495,0.6885245901639345,0.7699115044247787,0.9137931034482759,0.9984567901234568,0.8882978723404256,0.7295081967213115,0.7787610619469026,0.9099099099099099,0.920895134009888,0.9061032863849765,0.8137931034482759,0.6492537313432836,0.698529411764706,0.9140624999999999,0.8765957446808511,0.8766233766233766,0.7622950819672131,0.619718309859155,1.0,0.9724770642201835,0.9280575539568345,0.7083333333333334,0.7286821705426356,0.9579411764705882,0.9086021505376344,0.7916666666666666,0.782608695652174,0.8173913043478261,0.8808877928483354,0.9532710280373832,0.7253521126760564,0.6666666666666666,0.8153846153846154,0.8805237315875615,0.856,0.7467532467532467,0.6956521739130435,0.7285714285714285,0.8914713216957605,0.7770154373927959,0.7931034482758622,0.8,0.7425149700598803,0.978652690783587,1.0,0.7633587786259542,0.765625,0.7969924812030075,0.9239162488941315,0.9441340782122905,0.6923076923076923,0.7241379310344828,0.7777777777777778,0.9218434173292009,0.8494117647058823,0.8046875,0.7520661157024794,0.8521739130434783,0.9968808484092326,0.994413407821229,0.7190082644628099,0.839622641509434,0.8910891089108911,0.9530744336569579,0.9913419913419913,0.8947368421052632,0.7578125,0.8041958041958042,0.9040247678018577,0.9437229437229437,0.6987179487179488,0.6788321167883211,0.8188405797101449,0.9955114575950862,0.9790794979079498,0.9463087248322147,0.7846153846153846,0.8235294117647058,0.8592625899280576,0.9145299145299145,0.7083333333333334,0.7175572519083969,0.8169014084507042,0.8620865139949109,0.912621359223301,0.8194444444444444,0.625,0.6567164179104478,0.7103712433706542,0.7122507122507122,0.703125,0.5181818181818182,0.5794392523364487,0.6499766754781526,0.38441558441558443,0.9732142857142858,0.41739130434782606,0.39316239316239315,0.4577443609022556,0.192,0.7868852459016393,0.23478260869565218,0.3247863247863248,0.5915378356387306,0.5572916666666666,0.8604651162790697,0.23893805309734514,0.5398230088495575
CAST,0.9283645491407607,0.7637540453074434,0.5632183908045978,0.9102564102564102,1.0,0.8995897435897436,0.768581081081081,0.4672619047619047,0.8299319727891157,0.9943181818181818,0.8052573121066271,0.622673434856176,0.6820809248554913,0.7718120805369127,0.9488636363636362,0.25266421236194536,0.08304498269896193,0.5664335664335663,0.07741935483870968,0.29213483146067415,0.7997593261131167,0.38114754098360654,0.543859649122807,0.7687074829931972,0.9534883720930233,0.7696463654223967,0.3813559322033898,0.3511904761904762,0.9,0.8686131386861314,0.9819168173598554,0.8208333333333333,0.4208633093525179,0.9344262295081968,1.0,0.3296419342930971,0.10416666666666667,0.48913043478260876,0.25301204819277107,0.3369565217391305,0.2475022706630336,0.10077519379844961,0.5657894736842105,0.10434782608695652,0.13286713286713286,0.996916890080429,0.7200854700854701,0.44525547445255476,1.0,1.0,1.0,0.8668076109936576,0.4539007092198582,1.0,1.0,0.9643835616438357,0.7634408602150538,0.4098360655737705,1.0,1.0,0.9608024691358025,0.7819148936170213,0.36885245901639346,1.0,1.0,0.9716367421285454,0.8075117370892019,0.5310344827586208,0.8731343283582089,1.0,0.98388671875,0.7489361702127659,0.7337662337662338,0.9098360655737705,1.0,0.9975636166756904,0.7477064220183486,0.6906474820143884,0.8916666666666667,1.0,0.9894117647058823,0.989247311827957,0.525,0.8869565217391304,1.0,0.8725030826140567,0.8037383177570093,0.5704225352112676,0.75,1.0,0.5604395604395604,0.148,0.5649350649350648,0.5942028985507246,0.6214285714285713,0.5650872817955113,0.42710120068610635,0.5057471264367817,0.36774193548387096,0.7005988023952096,0.8954365332992459,0.5520833333333334,0.5419847328244275,0.96875,0.9699248120300752,0.9433795340607489,0.6424581005586593,0.5076923076923077,1.0,1.0,0.4802587252391861,0.047058823529411764,0.421875,0.5785123966942148,0.6521739130434783,0.4968808484092327,0.08379888268156424,0.24793388429752067,0.6698113207547169,0.7029702970297029,0.3784096162736939,0.10822510822510822,0.46710526315789475,0.34375,0.4405594405594405,0.9678494879733269,0.7012987012987013,0.6314102564102564,1.0,0.9927536231884057,0.3782187573824711,0.11297071129707113,0.6577181208053692,0.19230769230769232,0.3970588235294118,0.3257643884892087,0.1752136752136752,0.6794871794871795,0.04580152671755725,0.295774647887324,1.0,0.8640776699029126,0.5972222222222222,1.0,1.0,1.0,0.7635327635327636,0.7499999999999999,1.0,1.0,0.9925361530088632,0.6,0.5892857142857143,1.0,1.0,1.0,0.8053333333333333,0.4959016393442623,1.0,1.0,1.0,0.7552083333333334,0.8992248062015503,1.0,1.0
CellCharter,0.8804788569221857,0.8673139158576052,0.5862068965517242,0.782051282051282,0.8314606741573034,0.9336410256410256,0.7483108108108109,0.6101190476190476,0.8979591836734694,0.9261363636363636,0.7563865235098112,0.6159052453468697,0.6734104046242775,0.738255033557047,0.8125,0.956985080410773,0.8961937716262975,0.8951048951048951,0.8903225806451613,0.8707865168539326,1.0,0.8975409836065574,0.7368421052631579,0.6938775510204082,1.0,0.7486493123772102,0.663135593220339,0.6488095238095238,0.4928571428571429,0.6423357664233578,0.9157840351330405,0.7708333333333334,0.672661870503597,0.6885245901639344,0.8543046357615894,0.8837209302325583,1.0,0.3804347826086957,0.927710843373494,0.8478260869565218,0.9268846503178929,0.8527131782945736,0.7302631578947368,0.9304347826086956,0.8951048951048951,0.9477211796246648,0.7991452991452992,0.5474452554744526,0.7692307692307693,0.9191176470588236,0.8797800549862533,0.7019027484143763,0.6595744680851064,0.7045454545454546,0.888111888111888,0.9680365296803652,0.989247311827957,0.5081967213114754,0.831858407079646,0.8879310344827587,0.9256172839506173,0.7819148936170213,0.5081967213114754,0.8495575221238938,0.9099099099099099,0.8717148061410356,0.9107981220657277,0.4896551724137931,0.7313432835820896,0.7647058823529412,0.8979492187499999,0.7489361702127659,0.5227272727272727,0.9590163934426229,0.8661971830985916,0.8697888467785599,0.7477064220183486,0.539568345323741,0.825,0.7829457364341085,0.923235294117647,0.9408602150537635,0.6,0.8,0.8347826086956521,0.8801479654747225,0.8364485981308412,0.6056338028169014,0.7651515151515151,0.9384615384615385,0.9920505026888006,0.98,0.6558441558441558,0.7898550724637681,1.0,0.9028428927680797,0.6912521440823327,0.7701149425287357,0.7677419354838709,0.9401197604790419,0.9342963057650518,0.8854166666666666,0.633587786259542,0.78125,0.8721804511278195,0.8702447655558833,0.9441340782122905,0.4076923076923077,0.8362068965517241,0.7606837606837608,0.8426088128284598,0.9152941176470588,0.44921875,0.8181818181818182,0.7652173913043478,0.9051777916406737,0.8603351955307262,0.4132231404958678,0.9245283018867925,0.9306930693069307,0.9618585298196949,0.8095238095238095,0.8223684210526316,0.9140625,0.923076923076923,0.8742557751845679,0.7662337662337663,0.608974358974359,0.7664233576642335,0.8840579710144927,0.9622017481691472,1.0,0.6778523489932885,0.823076923076923,0.9191176470588236,0.9134442446043165,0.9017094017094017,0.6923076923076924,0.8244274809160306,0.9366197183098592,0.808651399491094,0.7475728155339806,1.0,0.40625,0.6865671641791045,0.9973482616381851,0.9287749287749287,1.0,0.6636363636363637,0.9532710280373832,0.7367438967501165,0.5662337662337662,0.7544642857142857,0.43478260869565216,0.6923076923076923,0.7532330827067669,0.7493333333333333,0.6926229508196721,0.5478260869565217,0.5299145299145299,0.9416870084079197,0.90625,0.821705426356589,0.8230088495575221,0.911504424778761
DeepST,0.859046147905001,0.7475728155339806,0.5459770114942529,0.7628205128205128,0.9438202247191011,0.7342564102564102,0.7483108108108109,0.5744047619047619,0.5578231292517006,0.625,0.8469085523880043,0.8426395939086294,0.8439306358381502,0.5436241610738255,0.9602272727272726,0.8070141445456307,0.7439446366782007,0.5594405594405594,0.8064516129032258,0.8426966292134831,,,,,,,,,,,,,,,,,,,,,0.8471843778383288,0.6085271317829457,0.7302631578947368,0.9130434782608695,0.881118881118881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7566084788029925,0.5986277873070326,0.4482758620689655,0.6193548387096774,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7404242781378905,0.42735042735042733,0.7499999999999999,0.5545454545454546,0.8878504672897197,0.6157673767687762,0.3116883116883117,0.9196428571428573,0.34782608695652173,0.4871794871794872,0.7124812030075188,0.2613333333333333,0.6639344262295082,0.5043478260869565,0.9572649572649573,0.6113371304583671,0.5208333333333334,0.6976744186046512,0.39823008849557523,0.6460176991150441
SPIRAL,0.856342923344275,0.6699029126213593,0.5459770114942529,0.8717948717948718,0.898876404494382,0.8866666666666667,0.6841216216216216,0.4613095238095238,0.9591836734693877,0.9090909090909091,0.7410218437615697,0.6463620981387479,0.5809248554913296,0.8187919463087249,0.7272727272727273,0.7758186397984886,0.6505190311418685,0.6503496503496504,0.8,0.7584269662921348,0.8228640192539111,0.6680327868852459,0.6257309941520467,0.6122448979591837,0.821705426356589,0.8416011787819252,0.8177966101694916,0.7440476190476191,0.39285714285714285,0.832116788321168,0.6646861276156032,0.4625,0.5575539568345323,0.5163934426229508,0.6357615894039735,,,,,,0.8362851952770207,0.9108527131782945,0.3815789473684211,0.8521739130434782,0.9300699300699301,0.9163538873994639,0.8461538461538461,0.7007299270072993,0.5692307692307692,0.8455882352941176,0.6532116970757311,0.42071881606765327,0.5319148936170213,0.5606060606060606,0.6783216783216782,0.6855403348554033,0.6559139784946236,0.5327868852459017,0.4690265486725664,0.6379310344827587,0.7324074074074074,0.75,0.5327868852459017,0.4778761061946903,0.6846846846846847,0.6383034087952121,0.5023474178403756,0.6,0.44029850746268656,0.5808823529411765,0.622802734375,0.4723404255319149,0.5097402597402597,0.6229508196721312,0.5352112676056338,0.6526800216567408,0.5,0.5467625899280575,0.5416666666666666,0.5891472868217054,0.5623529411764706,0.5268817204301075,0.25833333333333336,0.5130434782608696,0.6347826086956522,0.555363748458693,0.5700934579439252,0.35915492957746475,0.4318181818181818,0.6384615384615385,0.5768061725508534,0.556,0.43506493506493504,0.36231884057971014,0.6571428571428571,0.6275311720698254,0.6020583190394511,0.4195402298850575,0.5548387096774193,0.6167664670658684,0.5246069282883804,0.44166666666666665,0.4312977099236642,0.3671875,0.5639097744360902,0.6337363609554704,0.6536312849162011,0.43076923076923074,0.43103448275862066,0.6581196581196582,0.6120468939496025,0.6352941176470588,0.32421875,0.5289256198347108,0.6782608695652174,0.6054273237679352,0.6089385474860335,0.2975206611570248,0.5094339622641509,0.7029702970297029,0.5154877484974572,0.5800865800865801,0.23355263157894737,0.453125,0.6083916083916083,0.5096451536080019,0.45021645021645024,0.4198717948717949,0.3795620437956204,0.5217391304347826,0.5884715331915898,0.6150627615062761,0.436241610738255,0.4153846153846154,0.6397058823529411,0.4548111510791368,0.43162393162393164,0.24358974358974358,0.4198473282442748,0.5845070422535212,0.7470737913486005,0.8543689320388349,0.2916666666666667,0.65625,0.8208955223880596,0.5194460813199765,0.41595441595441596,0.32031249999999994,0.39090909090909093,0.7476635514018692,0.5282226714352356,0.42857142857142855,0.45089285714285715,0.21739130434782608,0.6752136752136753,0.5390977443609023,0.44,0.6926229508196721,0.20869565217391303,0.49572649572649574,0.37700027122321667,0.1875,0.5891472868217054,0.168141592920354,0.4557522123893805
SpaBatch,0.8561498358756516,0.8543689320388349,0.6034482758620691,0.6987179487179487,0.8314606741573034,0.8376410256410257,0.7010135135135135,0.6101190476190476,0.7687074829931972,0.7784090909090908,0.7837837837837837,0.8527918781725888,0.7109826589595376,0.610738255033557,0.7670454545454545,0.859329587289285,0.8823529411764706,0.8321678321678322,0.6451612903225806,0.848314606741573,,,,,,,,,,,,,,,,,,,,,0.8210717529518619,0.813953488372093,0.743421052631579,0.6521739130434783,0.7972027972027972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6602493765586035,0.5951972555746141,0.5172413793103449,0.5483870967741935,0.6526946107784432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8299941072480849,0.9173789173789174,0.6796874999999999,0.4909090909090909,0.9065420560747663,0.6249416886953818,0.43376623376623374,0.6116071428571429,0.4,0.6239316239316239,0.645563909774436,0.42933333333333334,0.5450819672131149,0.46956521739130436,0.7179487179487181,0.6658529970165445,0.7760416666666666,0.47674418604651164,0.4336283185840708,0.8053097345132743
SEDR,0.8229387912724465,0.7896440129449838,0.6724137931034483,0.6474358974358975,0.7696629213483145,0.8828717948717949,0.8243243243243243,0.681547619047619,0.6802721088435374,0.8295454545454545,0.8563495001851166,0.8595600676818951,0.676300578034682,0.7651006711409396,0.9090909090909091,0.906801007556675,0.8442906574394463,0.7552447552447552,0.8387096774193549,0.9101123595505617,0.9716004813477738,0.9631147540983607,0.7602339181286549,0.564625850340136,0.9612403100775194,0.6859037328094302,0.8347457627118644,0.36904761904761907,0.2857142857142857,0.832116788321168,0.7039524670627745,0.5875,0.7985611510791366,0.5081967213114754,0.42384105960264906,,,,,,0.780426884650318,0.9263565891472868,0.638157894736842,0.5652173913043478,0.7132867132867132,,,,,,0.7170707323169206,0.7061310782241015,0.5886524822695036,0.49242424242424243,0.6293706293706294,,,,,,,,,,,,,,,,0.755859375,0.7148936170212766,0.3668831168831169,0.8032786885245902,0.7253521126760564,,,,,,,,,,,,,,,,0.7729717091419218,0.744,0.6688311688311689,0.6086956521739131,0.6357142857142858,0.6053865336658354,0.5849056603773585,0.4482758620689655,0.4838709677419355,0.6047904191616766,0.8329285440368146,0.7166666666666667,0.7786259541984732,0.5859375,0.7819548872180451,,,,,,,,,,,,,,,,0.8233934350439204,0.6926406926406926,0.8223684210526316,0.6953125,0.7622377622377622,0.6913550845439391,0.6017316017316018,0.8717948717948718,0.32116788321167883,0.6159420289855072,0.7557287975431135,0.497907949790795,0.8993288590604027,0.5692307692307692,0.7279411764705883,0.727068345323741,0.6666666666666666,0.8974358974358975,0.48091603053435117,0.619718309859155,,,,,,0.8560695344725986,1.0,0.6171875,0.6,0.8598130841121495,0.8239776084590266,0.6623376623376623,0.8750000000000001,0.5391304347826087,0.6495726495726496,0.8374436090225563,0.728,0.8360655737704918,0.5826086956521739,0.6581196581196582,0.845131543260103,0.8645833333333334,0.7364341085271318,0.5929203539823009,0.9469026548672566
