,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
bio_metrics_scgraph_scGraph_Rank_PCA,0.8409863945578232,0.7050170068027212,0.8368197278911567,0.8351190476190478,0.8127551020408165,0.5850340136054422,0.8793367346938776,0.8214285714285715,0.7868197278911565,0.8689625850340137,0.8797619047619047,0.9351190476190476,0.8801870748299321,0.9375850340136056,0.734778911564626,0.7153061224489797,0.9236394557823132,0.8769557823129253,0.929421768707483,0.7857142857142858,0.6027210884353742,0.7433673469387756,0.6907312925170069,0.8596938775510206,0.6129567081370938,0.8493197278911566,0.6355442176870749,0.9100340136054424,0.9000000000000001,0.8495748299319729,0.7116496598639457,0.914030612244898,0.6846096103810544
bio_metrics_scgraph_scGraph_Corr_PCA,0.9472438710962712,0.8658680520813359,0.9162882334133984,0.9232949394720568,0.91966371703287,0.7526730450674045,0.9604814548447592,0.856949066060437,0.8863538718351951,0.916982836633052,0.9563343200931194,0.9779047738855162,0.9399953567521177,0.9740195481590396,0.8744456574170851,0.8639856785292939,0.9726061290491342,0.9549595396328008,0.974811387227234,0.8850092098219658,0.792531113992301,0.8533963953378357,0.7734327330178206,0.9307169992004144,0.7892818937743324,0.9390171489188344,0.819757272474838,0.9564831232701024,0.9484693987367536,0.9156989840539064,0.8752248610546987,0.965032553469077,0.8625116817502393
bio_metrics_scgraph_scGraph_Corr_Weighted,0.8444412061953921,0.645684369124013,0.8097288906986592,0.7983003788146765,0.7480043111067367,0.4577324382842348,0.8787959016349456,0.7513150620410185,0.7705797764424216,0.8563814380320413,0.8684240668721384,0.9405438465648984,0.8638696628131758,0.9292998122066388,0.6983923138731983,0.6630577003972401,0.9231667801573245,0.8776459326050953,0.9362561234272786,0.7527118397585044,0.5438832345368274,0.6964201886973156,0.6013830847879195,0.8533608144528154,0.5016394596629746,0.8213182890411252,0.5604498708493248,0.8957907251895948,0.8757899954505046,0.816914056573883,0.5852143488239896,0.8836752168657105,0.6313362126179173
sc_metrics_BA10_KNN_acc,0.2468227807099441,0.243602690394985,0.6901091782100871,0.3240096793247337,0.686450850751672,0.3082331421603185,0.6910618676523826,0.1487338757311891,0.4066269077606081,0.5884572147171465,0.6599660842558542,0.7915324962368767,0.7836061200769773,0.7504525274850904,0.3493321647009508,0.6903568774650839,0.3501324238324791,0.3589352742792904,0.3513518663186175,0.7183087857020368,0.2577406017186517,0.4163443400720233,0.1892612846064439,0.7407732027513672,0.1586608997199093,0.6154945410894956,0.2343997103824095,0.548520473296115,0.2877503191509631,0.7541299087323514,0.2556637387344473,0.7368481222491092,0.1965779395232742
sc_metrics_BA10_KNN_f1,0.1135622551729444,0.0982017083174473,0.551489623639635,0.1940865795023175,0.5483575759780048,0.2218668001694599,0.5374208571898378,0.0658366280961529,0.2911180554728697,0.437936944917808,0.5083498530468407,0.6607566536645301,0.6440598886092852,0.6182068729410797,0.1698226337120273,0.496890536504213,0.2006544897787865,0.186107066448327,0.18676981111473,0.576033698359801,0.1525516354644989,0.2924078014830364,0.0939681127248879,0.6008686707584743,0.0257286533057248,0.4455677675641843,0.1296385121747836,0.4224491332372499,0.1115875522253897,0.6122421466773137,0.1057913283040824,0.5938992322322542,0.0751854863128257
sc_metrics_BA10_LR_acc,0.302078768363089,0.2573785797305794,0.7123640035821123,0.3397671627003029,0.6978259626926815,0.571022997923137,0.7036564220795305,0.1627384105329344,0.5972981727416496,0.5929539088847817,0.6697406779338071,0.7980107844444868,0.7831107215669836,0.7730122134786502,0.3690909437341615,0.6837071051578606,0.3926604805365546,0.4024922355810453,0.3857630089743345,0.7432311415124898,0.27587980869996,0.5202637044376274,0.2062382104681515,0.7904464302726597,0.0886191719223367,0.5782062763180459,0.2465179200884096,0.5913152830440334,0.2532248537621706,0.7804241373397101,0.1396071108739973,0.7517291313377665,0.0963740639826229
sc_metrics_BA10_LR_f1,0.1404963410526915,0.0940104921737301,0.5754455210128305,0.2121180969561251,0.5868586425791104,0.4501827077182832,0.5395938581165938,0.0734841002110478,0.4639732556686194,0.4414985646842987,0.4847723894159292,0.6484334452543229,0.6574084976820946,0.6611153414414811,0.2208762236640917,0.4399768751755052,0.2439157654302771,0.2170288553363386,0.2248865741060776,0.6136851355620816,0.1531034508485429,0.3164902703007682,0.0947157062237221,0.6568116637741694,0.0212802630772375,0.4250481467740518,0.1339171154129506,0.4732854469631987,0.109209780597155,0.6568342298057953,0.0708796221909627,0.6059903272507301,0.0529858256137918
sc_metrics_BA10_RF_acc,0.2157651048911076,0.2487091058056894,0.6551073681001467,0.3018501228969381,0.6216298610978793,0.4232227578453975,0.6959205838080902,0.1707028942705257,0.4295867233199322,0.6506487815102033,0.5808547529676276,0.7951717699064459,0.7755273136063107,0.7548920602861879,0.3383000209591677,0.6931006230588953,0.3587256826019854,0.3711868605072118,0.3467980107844445,0.687727454604348,0.2900367738124726,0.405578949374083,0.3986243164453251,0.7652763752072099,0.0805975268182078,0.6314044547758322,0.1949583674713716,0.539203170550464,0.2473562867976297,0.7561877179277099,0.1959491644913591,0.7414019777832822,0.1410551988262866
sc_metrics_BA10_RF_f1,0.1015789593476229,0.0945651457055222,0.5118484749390386,0.1645879646784707,0.4944036512197264,0.2808646926608188,0.5516511815858789,0.0698777841676571,0.2924519810410003,0.4918085647223005,0.4221499708073757,0.648933787426597,0.6355540021283927,0.6013459557427466,0.1683967058226381,0.5061406898571635,0.1990687716443952,0.1936165367918218,0.1753710191366013,0.5293852625821613,0.188816503282489,0.2701079959994849,0.2639275864236837,0.6231818183936461,0.0335689122334115,0.4500368599703475,0.130928849885137,0.414583804500247,0.1057510355422103,0.597144707105183,0.0992538213302493,0.5886101269967005,0.058785642291471
sc_metrics_BA17_KNN_acc,0.3016168823101361,0.2567843387821025,0.6387483804554248,0.3491649361943808,0.6269634204781428,0.2902401363079708,0.6495926734465683,0.1818859485650391,0.3947074170704435,0.5199581136964663,0.5404220577534032,0.7396659744777523,0.7308450029284915,0.6786823562820581,0.3917256802087215,0.6574907264433913,0.3631152050831514,0.3870223452780292,0.3911044850291961,0.6633122126972295,0.1944873364925545,0.4819764655769128,0.2405445219459382,0.7173739417496406,0.0366682640256997,0.5607972596418366,0.1487141259783824,0.5927266918694425,0.2839749392116146,0.7021812825018192,0.2602985286548462,0.6869531263865963,0.2092717817652592
sc_metrics_BA17_KNN_f1,0.1441331052612891,0.1040750310838793,0.5321816133610596,0.2161261553228595,0.5290672999679421,0.1644773122741286,0.52229258745262,0.0833933147479711,0.261690817367418,0.4025067669807224,0.4396604147198578,0.6250237353758404,0.6167848948973377,0.589912496038148,0.1935310530681144,0.497591910457934,0.1996477286568031,0.2209414824534354,0.2161919437317978,0.5502813801528751,0.1136419740900964,0.3023865906810732,0.0879842345205337,0.5760044552122952,0.0118310705784029,0.4236954861476862,0.1332261258165301,0.4616457639561956,0.1229615103238206,0.5665826208132538,0.1045889267116527,0.5689097777110501,0.0791233354539673
sc_metrics_BA17_LR_acc,0.2634045045524732,0.2977299753296771,0.6702518502742133,0.3857622064852776,0.6101734021972561,0.4950925580817493,0.6559288642777275,0.2258665672754379,0.539268409562856,0.5335534139112224,0.5834442610439629,0.7746126404344816,0.7389737855634241,0.7298688390749516,0.3544007241360949,0.6497346609161742,0.4114619384839288,0.4026942122357702,0.4194309852155547,0.6882132651793479,0.195747475285306,0.4957137532612747,0.2826260582503594,0.7367374829171326,0.0210318939353602,0.5762561453951689,0.159682658005431,0.5534849049571375,0.2214294588502564,0.7288216814866088,0.2745860177839305,0.708410982730774,0.1109809559306391
sc_metrics_BA17_LR_f1,0.1536861210610271,0.1137990155508106,0.5664843870316574,0.2682325978765456,0.5258636631243465,0.3761374135378635,0.5270253266978981,0.1036809550763079,0.4011829489513491,0.4254095544085067,0.4378075976974252,0.6559060083675405,0.6157279037924102,0.6252378724598092,0.260945433689106,0.4175072321470776,0.2616532080355346,0.243255830213616,0.2829813065368737,0.5721955083564472,0.1260348143222351,0.3402181525173767,0.1231787575563478,0.6136890441803363,0.0036541826817529,0.4091021519159376,0.1239161947063082,0.4568059020986391,0.1073166896213465,0.6083492066257616,0.0857031124584873,0.5897771329687461,0.0416626392034302
sc_metrics_BA17_RF_acc,0.2777984842837619,0.2698116891184353,0.6266439486715297,0.3647125641162167,0.6237154571109099,0.4540936762330724,0.6467706724881529,0.2020659176827645,0.4373746516869886,0.6030917771506664,0.5137106650338108,0.7421152583284525,0.7388140496601175,0.7162202935590934,0.3538505226913724,0.6621230676392809,0.3822657650462346,0.3926485987611593,0.410219548124878,0.6615728661945584,0.1872459755426583,0.4697832916245141,0.4091191452354329,0.7341284631631259,0.0864348721225351,0.5877571304332393,0.2218554212590739,0.556821610492874,0.2641144419005022,0.7333297836465932,0.2541398221606943,0.7061569316507819,0.1278952132474309
sc_metrics_BA17_RF_f1,0.1203744571791763,0.1069900066837053,0.5151363027691268,0.2073616581223137,0.5033644293102953,0.2787506179547003,0.5255510343284759,0.088146047520152,0.2779320100789262,0.4717598235095142,0.3890610858736313,0.611226529933989,0.6201914383734541,0.5910708739941626,0.1953904003590347,0.4954961624584876,0.2000717849448156,0.2263211240552568,0.2179990410976361,0.4925023005345421,0.1208069114953473,0.3132211388256437,0.218706339297333,0.6051970969992844,0.0194749981881571,0.4318521947153833,0.1377489301311911,0.4230328207730165,0.1109472216126175,0.5877482798253567,0.0949037840556366,0.5696352604529153,0.0431151427225358
sc_metrics_cLISI,0.9019765,0.8813382,0.97643507,0.91468436,0.987936,0.95917207,0.98184013,0.8478093,0.93354255,0.9652678,0.98060465,0.99319303,0.9902528,0.9893021,0.9159542,0.9835019,0.9162633,0.9204854,0.92057574,0.98601574,0.92920786,0.97697645,0.9402045,0.9850358,0.89596844,0.9676216,0.9225359,0.95726764,0.8900558,0.98643696,0.8718567,0.9906612,0.9008454
sc_metrics_isolated_labels,0.4427646100521087,0.4458170235157013,0.5218804478645325,0.475497156381607,0.5181160569190979,0.4725030660629272,0.5158721208572388,0.4256819486618042,0.4686401486396789,0.4557161331176758,0.5069020986557007,0.5343255400657654,0.5495411157608032,0.5329650044441223,0.4422569274902344,0.5209934115409851,0.4575773477554321,0.4174704849720001,0.4631900191307068,0.5144086480140686,0.4236566424369812,0.4163516759872436,0.3948537707328796,0.518359363079071,0.379144012928009,0.4304669499397278,0.4583329260349273,0.4852517545223236,0.4220569431781769,0.5082719326019287,0.3953451216220855,0.5312280058860779,0.4143300652503967
sc_metrics_ASW_label,0.450999915599823,0.4512423276901245,0.5122872591018677,0.4824371337890625,0.5177846550941467,0.472969651222229,0.5207228064537048,0.4373354613780975,0.4759197235107422,0.4583911299705505,0.5090031623840332,0.5375529527664185,0.5514828562736511,0.5344855785369873,0.4500254094600677,0.5310081839561462,0.4695340991020202,0.435901790857315,0.4745069146156311,0.5133389234542847,0.4327262043952942,0.4336302876472473,0.4110495448112488,0.5227463841438293,0.3901869654655456,0.4888454079627991,0.460039347410202,0.4935999810695648,0.4390588104724884,0.5140825510025024,0.4143807291984558,0.5440065860748291,0.4248917698860168
sc_metrics_best_classifier,LR,LR,LR,LR,LR,LR,LR,LR,LR,RF,LR,LR,LR,LR,LR,RF,LR,LR,LR,LR,RF,LR,RF,LR,KNN,RF,RF,LR,KNN,LR,KNN,LR,KNN
sc_metrics_best_classifier_mean_acc,0.2827416364577811,0.2775542775301283,0.6913079269281628,0.3627646845927902,0.6539996824449688,0.5330577780024431,0.679792643178629,0.19430248890418617,0.5682832911522528,0.6268702793304348,0.6265924694888849,0.7863117124394843,0.7610422535652038,0.7514405262768009,0.3617458339351282,0.677611845349088,0.4020612095102417,0.40259322390840774,0.4025969970949446,0.7157222033459189,0.23864137467756547,0.507988728849451,0.403871730840379,0.7635919565948961,0.0976645818728045,0.6095807926045358,0.20840689436522275,0.5724000940005854,0.28586262918128885,0.7546229094131593,0.25798113369464676,0.7300700570342702,0.2029248606442667
sc_metrics_best_classifier_mean_f1,0.14709123105685928,0.10390475386227035,0.5709649540222439,0.24017534741633534,0.5563611528517285,0.41316006062807337,0.533309592407246,0.08858252764367786,0.4325781023099843,0.48178419411590734,0.4612899935566772,0.6521697268109317,0.6365682007372524,0.6431766069506452,0.24091082867659885,0.5008184261578256,0.2527844867329059,0.2301423427749773,0.25393394032147565,0.5929403219592644,0.15481170738891814,0.32835421140907245,0.24131696286050835,0.6352503539772529,0.01877986194206385,0.4409445273428654,0.13433889000816407,0.4650456745309189,0.11727453127460516,0.6325917182157785,0.10519012750786755,0.5978837301097382,0.0771544108833965
