,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,Scanorama,Harmony,STACI,INSTINCT,stClinic,STAligner,STAIG,STAGATE,SPIRAL,spCLUE,SpaVAE,SpaBatch,SEDR,scNiche,MaskGraphene,MENDER_wo_pcs,GraphST,GraphPCA,DeepST,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.1003700494766235,1.574499487876892,1.9397625923156736,1.0235525369644165,1.1033530235290527,1.673619508743286,1.942352294921875,1.000000238418579,1.9032740592956543,1.4549167156219482,1.5056227445602417,1.6736797094345093,1.764060378074646,1.2814273834228516,1.0,1.066942572593689,1.6826739311218262,1.6471116542816162,1.8154553174972528,2.448188304901123,1.000000238418579,2.44576358795166,1.0060337781906128,2.0007009506225586,1.897603154182434,1.8687515258789065,1.5555630922317505,1.977200627326965,1.7972040176391602
batch_metrics_ASW_batch,0.7580087184906006,0.8758541345596313,0.9272730350494384,0.8134457468986511,0.8444451093673706,0.8627763390541077,0.8583921194076538,0.7138094305992126,0.893835723400116,0.7549839615821838,0.8310520648956299,0.8000622987747192,0.8306328654289246,0.7164328098297119,0.4510665535926819,0.7079434394836426,0.8739344477653503,0.8827189207077026,0.7632118463516235,0.8795650005340576,0.7458183765411377,0.8804436326026917,0.7425392270088196,0.7860627174377441,0.7868914604187012,0.9352892637252808,0.8373805284500122,0.8617467880249023,0.8896111249923706
batch_metrics_PCR_comparison,0.0,0.9213491003482704,0.6962417005853736,0.7724903902570972,0.8618803381329206,0.2571150524412238,0.6434187909502669,0.0,0.9233250899370802,0.0,0.3374880404953643,0.9961062973056348,0.8406950087529126,0.0,0.0,0.0,0.543083162301715,0.23607354814423,0.0,0.9516619046032856,0.0,0.9084375132939124,0.0,0.9007398175152164,0.3328673775214288,0.9131869202850856,0.9434786925672882,0.5746628764133687,0.9492351512371762
batch_metrics_kBET,0.0117314358693669,0.1253208890854065,0.1093224650318323,0.0002872015796086,0.0242217104637969,0.1007841632153378,0.210352467697648,0.001763668430335,0.2207210123966388,0.1323850565868168,0.0816875604398574,0.1276146438199951,0.1984064307036945,0.1002177096846342,0.0035460992907801,0.0079365079365079,0.1035347462147553,0.0707615445231555,0.0338455955631006,0.176340609217278,0.0,0.2883756665083149,0.0035273368606701,0.2903865646206524,0.1404451306742554,0.2413175581778597,0.1146860488990342,0.2121672657269709,0.0578280400884165
batch_metrics_graph_connectivity,0.651967850712244,0.7788252193486813,0.6566304338092457,0.5011626210428567,0.5689677080624773,0.6613448328705984,0.3823131004528126,0.4917490584960249,0.7021828771635433,0.4862433201520248,0.6259833762636138,0.7075596434806246,0.5749435166718849,0.4803472178286664,0.349363550120113,0.4380828320578379,0.6200987087490091,0.5932243379897586,0.250869090617513,0.5871526648046127,0.4251005956263441,0.4327016222218701,0.5656726127569336,0.4603533271690775,0.268420055892495,0.7144899695954465,0.6830108710772951,0.5760371614546684,0.3449980189651392
bio_metrics_ARI_kmeans,0.1392874287258617,0.1841155292357086,0.0986248289941136,0.1186489522922167,0.0852697513442089,0.0538357910019986,0.0798976115099444,0.1331134069114125,0.1846717885108539,0.1213182908444136,0.1361369287500136,0.1749078212278626,0.0939260362344292,0.0619136693018636,0.1179189712426276,0.1116658880249288,0.1846869390981292,0.1643794039505083,0.1115652146600238,0.1364122664646499,0.1974122965056117,0.0830790393235333,0.1201730595462361,0.1152179400846141,0.0131394557174487,0.1918266796220183,0.2203539124290707,0.0903058089106886,0.1332015823796004
bio_metrics_ARI_mclust,0.2109209120270632,0.2186478843229626,0.0856555010838993,0.1675883663934504,0.0772181123394953,0.1732296662734399,0.1113650757915369,0.2252982576578407,0.2670987690246479,0.1405604487417695,0.1106894716299302,0.1962057147765503,0.1155744583474257,0.103158766887758,0.1255218518145401,0.0700910232313587,0.168748199500132,0.1369336395554914,0.0939640823532263,0.2083371963433626,0.1983981438224957,0.2419894810446488,0.130888197523579,0.1038844425967314,-0.0029782419774522,0.2160990582183219,0.2090641584584127,0.122222831292383,0.1077365976135514
bio_metrics_ARI_leiden,0.1933455783120625,0.2411370990177451,0.1191377508630986,0.1782878857593268,0.1770825393592519,0.0893235510989891,0.1120181994321344,0.1495404975904866,0.1947809145527852,0.16808123870549,0.1840450729893615,0.1876149088353984,0.1330963809111842,0.0805456954101836,0.183875212205437,0.1108007845148458,0.201599656566693,0.1872033317229213,0.1263646567056488,0.2037960193892374,0.1043299303923999,0.1238159995141932,0.1932258674571569,0.1336081767155262,0.0286799581251865,0.2162773889924571,0.1420688919792462,0.1319691096614747,0.110243940391528
bio_metrics_NMI_kmeans,0.2243676632708722,0.3084635912551645,0.1692505452806919,0.2194320009483965,0.1450473207616819,0.1098697631931853,0.1319544652546801,0.2032896658144264,0.2598077035942549,0.1884133888525097,0.1984077852969864,0.312600222025839,0.1726466134374963,0.1104890062043889,0.2027516533650033,0.1801062253770661,0.2762288008387762,0.2188097431871017,0.1505772196194338,0.2061413194775021,0.2978416175285399,0.1173221854594871,0.2232960786579685,0.1949031628134729,0.0514939468720511,0.29043935521699,0.3079578060784223,0.145242735350256,0.1721189468019945
bio_metrics_NMI_mclust,0.2769211934844139,0.3330902384955895,0.1382950921509896,0.2742314526298249,0.1964169294146386,0.2087936583186308,0.1572622297016496,0.2742741041220837,0.2760099526563172,0.2016664649442912,0.1524627384863501,0.3252369940670225,0.1832649560337822,0.1440610845200274,0.2139737730696322,0.1360845450845586,0.2531823171917113,0.2356299304848405,0.1365221683716663,0.2630862088174817,0.2581652964159379,0.2108346998295961,0.2356851313482937,0.2111794715352174,0.0509788099269433,0.3117777646839322,0.2914637932715193,0.167321358462757,0.1706728457849659
