,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,NicheCompass,STAMP,STAIR,STAGATE,SPIRAL,SpiceMix,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,CellCharter,CAST,BANKSY,CellNiche
sc_metrics_MSi1_KNN_acc,0.4450520628426049,0.8289270071078239,0.5482663204553204,0.7589241220132714,0.7922338500275395,0.8683610040129043,0.4684147716841084,0.8352938862223621,0.8103771605423977,0.8254517795787762,0.9117292207621897,0.888307498623023,0.8586959372623075,0.5702192671859837,0.8476801216985338,0.549262989482519,0.6264261546935243,0.8352611010569937,0.7072547013927138,0.6831117056154431,0.8511225640622131,0.2122642746610014,0.8343824586251213,0.5288050462926535,0.8669774700343589,0.1966716500118026,0.8626498282057334,0.4403375560626328
sc_metrics_MSi1_KNN_f1,0.2524787093647864,0.6394219010925533,0.329226413118787,0.5442766255009442,0.512009707262614,0.7138553452631068,0.2557586116876753,0.6309275684403071,0.5702152479766945,0.6113898759227402,0.803739909059772,0.7591284436850635,0.6661112432119818,0.3404756746396257,0.6111939893351884,0.3320190282394564,0.3839852380266194,0.6624037648952769,0.3251282798826719,0.3408240601697292,0.6816282942566169,0.061485671954948,0.6334395796703142,0.3020402545506971,0.7025702821519706,0.0627482164875304,0.6826182082126271,0.2053103960508034
sc_metrics_MSi1_LR_acc,0.4404621396910326,0.8413788129147324,0.5918640333621843,0.8220421223804653,0.8394182600257035,0.8800259658509717,0.5026293702625436,0.8701510740420174,0.8166981404254203,0.8448278123114853,0.9086867574160044,0.8937432790410995,0.8657513048495816,0.611167938731083,0.841424712146248,0.569327510687964,0.6426613685839432,0.8818488210454534,0.7132019303905369,0.7102709366066042,0.8653250976997928,0.2401710074225614,0.8214126472053925,0.592959057885488,0.8934023133212684,0.214106800954704,0.8583680856086238,0.4981378026070763
sc_metrics_MSi1_LR_f1,0.222560190447803,0.689595271452073,0.3682010498262188,0.6362966482720672,0.6707304254583394,0.7398597998941528,0.2536400551546185,0.7324804613186932,0.5829900988356579,0.6427573150419551,0.8244125072078445,0.7730757612121139,0.722630611265931,0.4294239989718194,0.5341708346822863,0.3620750055968172,0.4412629401889604,0.7611898158208301,0.3041041815285197,0.3503822158117362,0.7424685058157955,0.0499005808685136,0.621865864561899,0.3560763748034933,0.7728247452993008,0.0493125052400036,0.7087486705503689,0.247086178169312
sc_metrics_MSi1_RF_acc,0.4588939596611325,0.8334448028955858,0.5867233194324232,0.8168358381199675,0.7821163479948593,0.8759147061137776,0.5019015395913657,0.8302974270202219,0.8347824376426155,0.8093280352506098,0.9048771212001994,0.8853699478060167,0.8665119206861279,0.5956671125449157,0.868144621921473,0.559767356466546,0.6428121803446376,0.8088100296377895,0.6547853227371679,0.6890917197786346,0.8642694153749312,0.2020156319668476,0.8387232145198941,0.5435452566422745,0.8780195137304273,0.2015369685524694,0.8600925853070003,0.5144976001258951
sc_metrics_MSi1_RF_f1,0.240721870841714,0.6185980006004206,0.3295349582375003,0.5501162194682953,0.4403188781538081,0.7224911677907702,0.25315327549023,0.5792434165005261,0.6182039253118834,0.5438397739203654,0.7799039394687186,0.7473312838671273,0.6710555391703629,0.3479237447053364,0.6709692928288786,0.3202321694681777,0.3787602340082592,0.5907700471343993,0.3290765158753853,0.4215785970433646,0.7084545883537551,0.0617418854681885,0.6385228920780429,0.2756625009888457,0.7088291286814031,0.0623632421508218,0.6924902428905753,0.2455907259966666
sc_metrics_cLISI,0.8505547,0.99056774,0.8993256,0.98756224,0.98650277,0.997362,0.85335803,0.9915063,0.9913591,0.99345326,0.9995236,0.99772894,0.99668825,0.9037521,0.9965524,0.9005994,0.9274056,0.99107134,0.95519894,0.97123104,0.9940449,0.74239284,0.9934679,0.8875083,0.9941156,0.75160635,0.99780315,0.86342824
sc_metrics_isolated_labels,0.4950388073921203,0.5441398024559021,0.5011076927185059,0.4933930337429046,0.4924897253513336,0.5708001852035522,0.4931021630764007,0.522336483001709,0.4319171905517578,0.5267883539199829,0.5666705369949341,0.5829387903213501,0.5497773289680481,0.5207496285438538,0.5853590369224548,0.5080792307853699,0.5164037942886353,0.5417276620864868,0.4722911417484283,0.4924910068511963,0.568933367729187,0.4834593832492828,0.5723419189453125,0.5182952880859375,0.55415278673172,0.4037843346595764,0.5779551863670349,0.511875331401825
sc_metrics_ASW_label,0.4623002409934997,0.5045711994171143,0.4869913756847381,0.496982216835022,0.4800661206245422,0.5502676963806152,0.4587450623512268,0.5104737281799316,0.4568270444869995,0.5187377333641052,0.5476663708686829,0.5311692357063293,0.5406365990638733,0.4840066432952881,0.4991268217563629,0.4725284278392792,0.4993726909160614,0.5135789513587952,0.4421283006668091,0.4549686908721924,0.5179746150970459,0.4814873933792114,0.540862500667572,0.4809443056583404,0.5133516788482666,0.3860832750797272,0.5498017072677612,0.4660192728042602
sc_metrics_best_classifier,RF,LR,LR,LR,LR,LR,LR,LR,RF,LR,LR,LR,LR,LR,RF,LR,LR,LR,KNN,RF,LR,LR,RF,LR,LR,RF,LR,LR
sc_metrics_best_classifier_mean_acc,0.4399111507879431,0.8422855506252265,0.571782738681789,0.8172722709769231,0.8419682372870572,0.8808834486449701,0.49026691307444087,0.8745716850601865,0.8335868752031745,0.8542448457244779,0.9089715386708376,0.8932684108418304,0.8624128364285073,0.5938858159839457,0.8664597524070607,0.5728349449998218,0.6276002828363563,0.8801544054900141,0.7154309974773565,0.6794438506755819,0.8629062482808127,0.22965830383516284,0.840623850301254,0.5617373586822043,0.8934995771631312,0.2030051379094661,0.8571968955781109,0.4764991208072352
sc_metrics_best_classifier_mean_f1,0.24000083593566301,0.683552556593714,0.3614952097870968,0.6364542704474315,0.6672808008723061,0.7380247984775044,0.2636106110209379,0.737678225960481,0.6280993338315591,0.6669155212463631,0.8199558992659013,0.7796246083305846,0.7137496534756506,0.40203753746108223,0.6692278494021253,0.3534364443726779,0.4144905853004683,0.7666750404890158,0.3264066053816149,0.37531100239739856,0.7261176947457562,0.0464781301811761,0.6468609619021722,0.33726612325243877,0.78245512686927,0.06014675525983195,0.6932210320085981,0.2549949405186426
