,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,NicheCompass,STAMP,STAIR,STAGATE,SPIRAL,SpiceMix,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.0000001192092896,1.1075235605239868,1.6855204105377195,1.0066617727279663,1.205698013305664,1.251617431640625,1.3722584247589111,1.1970641613006592,1.5391573905944824,1.5867745876312256,1.3757998943328855,1.3557157516479492,1.345360517501831,1.5961675643920898,1.0164610147476196,1.5681506395339966,1.1009360551834106,1.055921196937561,1.0472896099090576,1.878585934638977,1.2008905410766602,1.2872060537338257,1.3930842876434326,1.4195215702056885,1.0000001192092896,1.016225814819336,1.0099843740463257,1.514093279838562,1.0132856369018557
batch_metrics_ASW_batch,0.6988613605499268,0.8511742949485779,0.9621471762657166,0.9035272002220154,0.9226324558258056,0.6938696503639221,0.9181339740753174,0.848454475402832,0.9125345945358276,0.8739999532699585,0.949147880077362,0.9398455619812012,0.9215158820152284,0.958305299282074,0.8207801580429077,0.9117197394371032,0.801535964012146,0.871089518070221,0.9235787391662598,0.7369025945663452,0.8075620532035828,0.8933929204940796,0.7140795588493347,0.830994725227356,0.7787582278251648,0.9037188291549684,0.7405073642730713,0.92201030254364,0.6622276306152344
batch_metrics_PCR_comparison,0.0,0.7553103781065115,0.9403979020070784,0.0953295098048724,0.7222447529092874,0.0,0.0643530538398967,0.5893807758971242,0.7397999064147766,0.0,0.4296676403296932,0.4738455444620473,0.0304352977937192,0.8611781877835721,0.9694881823530148,0.3633517987746211,0.614287405028498,0.9267493746109108,0.0,0.9984230349727596,0.0,0.8576685222769518,0.7509106567537734,0.606893884223918,0.0,0.0,0.0,0.7155931986116552,0.0
batch_metrics_kBET,0.13413041855063,0.2256133838153561,0.4789169301381931,0.1213966439554441,0.4060485072983373,0.2591998126164742,0.4274475227212429,0.3179329536612329,0.4315018018038153,0.3959641992796766,0.5795348394424946,0.4807596374594873,0.4897912533158406,0.692545979002225,0.1886609472016789,0.3895268205680178,0.2005867104113801,0.3343009970830038,0.3567678100107048,0.0820283445389181,0.3324216542038204,0.4189553840767496,0.3563069865305537,0.3849037873811391,0.1284936853482487,0.3236013378104975,0.2247792868733721,0.5512488521379537,0.316613019127261
batch_metrics_graph_connectivity,0.926131983390802,0.8762325741597831,0.5110858909184806,0.9708489044533372,0.3249139400532488,0.3439030384142547,0.4004209815893165,0.7870178441784375,0.320148582233185,0.3590589832009548,0.4141468412146726,0.3891542766263247,0.525133857954969,0.3441916274474738,0.8482244943853483,0.4744993824894247,0.8993349053193476,0.8982964248122242,0.4367258335823797,0.0650847756317346,0.6079637065627652,0.6205532207759765,0.5049019166612743,0.3748137490498833,0.8889557233964207,0.7923802466120683,0.860283347063109,0.5433001735820417,0.7055074037925729
bio_metrics_ARI_kmeans,0.1002040203018729,0.0631143620985816,0.0404748568593526,0.1182497908814708,0.0825741017912136,0.0419986238394428,0.0770853277393679,0.1076100067744141,0.0614093878290214,0.1896798052941394,0.0611725208887134,0.1038747002276794,0.0775502287453625,0.0962985501879759,0.1005192579428334,0.1369432284598239,0.1390764628921574,0.0912027227215007,0.1100379986738458,0.0887343573013942,0.174910398600382,0.079290646887058,0.1714832349850282,0.0659431102590345,0.1509223016835922,0.1031857483245877,0.1661050929689625,0.146229374647117,0.1032844318674197
bio_metrics_ARI_mclust,0.0789703575003277,0.0509412488735882,0.074772572950259,0.1998591260075949,0.133530603649987,0.0303739354058568,0.1848092540403,0.1517193228367386,0.07276107216474,0.2650282073094396,0.0736068542975498,0.0985425249932189,0.1422163795664185,0.1200024697340419,0.1307029444410837,0.1226615586716552,0.2730990386531726,0.1280215632050657,0.1136433697224362,0.0695902354134835,0.1544400077264626,0.1414881528140874,0.2592555021360449,0.0691456786546795,0.1420484140965177,0.117392300202272,0.224307895781154,0.3122377397404913,0.0926490703777667
bio_metrics_ARI_leiden,0.138301472224087,0.1360490385400805,0.1290343962872346,0.1818458567233255,0.1395467276905138,0.0424340970845543,0.0762580986630315,0.0918755032237216,0.0639317742921853,0.1094053770686295,0.0994036628865079,0.110031407901453,0.1270442706786603,0.1903992797379356,0.1163387923511864,0.1793348525055606,0.1509594822381471,0.1454790793262728,0.0991824428161804,0.0686085495327623,0.1295835953349851,0.1341913107785502,0.1157254976242446,0.0714857276247584,0.193365057827692,0.1403864596581605,0.1945383542292033,0.1536302708661465,0.1485250583586977
bio_metrics_NMI_kmeans,0.2924577341590028,0.2327255755259528,0.1497038441931645,0.2903481010217086,0.1312335553886589,0.0802610726917489,0.1445843859845267,0.207491893488868,0.0797685628726114,0.1890667649718587,0.1498808298288789,0.2157466822445109,0.1948243010283526,0.1983035276806441,0.3052880679889271,0.2239277917456079,0.294773871346787,0.261121014991531,0.2503585423320443,0.1681057505136309,0.3589098916591035,0.2310573425564928,0.3181779616721524,0.1903111882316944,0.3799296442474713,0.3059083962278455,0.3801290588652112,0.2480876832764957,0.3055218595163999
bio_metrics_NMI_mclust,0.2954524259634974,0.2422623841242454,0.1526034872778995,0.3234782485149307,0.2026789028130593,0.0734743064443968,0.1732100302554755,0.2308781950292752,0.084386693843178,0.1976531761716102,0.2115146067617136,0.2109585211754933,0.2234239551806305,0.198286340682591,0.3271670937711386,0.2111767385165477,0.3379542489661472,0.2800412387766891,0.2343139411398169,0.1661258629542605,0.3135304894040187,0.2452137426358293,0.3520070984550684,0.1906742321833736,0.3568314533280525,0.3190792439488299,0.3999529096208393,0.2598953501080941,0.3057172873506029
