,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,CellCharter,CAST,BANKSY,CellNiche
sc_metrics_MSa1_KNN_f1,0.2786118969039846,0.1947034639884223,0.5881635510165515,0.3077852046015068,0.506327933242361,0.4363742682892601,0.6938534936546998,0.2084673847786942,0.5662765835584882,0.5256101685173632,0.6012763004547732,0.7608604119566303,0.698801274718077,0.5851740452445405,0.3038471242999782,0.5676770602373509,0.3422771838747006,0.2856548343223984,0.3268822534493534,0.6600188310567423,0.0744480692066074,0.206874325547343,0.6085546356800365,0.2602254010493002,0.5527985843275415,0.1818619791517885,0.6447239360096632,0.1658972058723652,0.6275780559616736,0.1633550174726506
sc_metrics_MSa1_LR_acc,0.4800693240901213,0.3065200502002032,0.7283138110320923,0.4804951293850475,0.6997997968087014,0.7799557760114744,0.8317322058208331,0.3912179525488555,0.8133179943823582,0.7527490587461901,0.7789547600549812,0.8797212095858483,0.8325240542640292,0.7576346142353433,0.4750194226976633,0.7169814139723899,0.580746130401004,0.4922085101296838,0.5116162672563198,0.8778461722345067,0.3181886093348473,0.6361232295464053,0.7359708360724317,0.3721314169604972,0.7554757066873842,0.4712394669216518,0.8360649614534154,0.2197827645969043,0.7417752345664256,0.3168813123767405
sc_metrics_MSa1_LR_f1,0.301616517635192,0.1654086424189288,0.5906767898902895,0.3455963823372466,0.5497406642496411,0.5871162940412838,0.6913870997991287,0.2384812838411643,0.6717512958130517,0.5445170439585182,0.5752925428918179,0.7493360474576697,0.7216199592185493,0.6169352971714134,0.3668147475140292,0.4565772492534206,0.3975372718485111,0.3223868212326738,0.3606827532176235,0.7427861388372298,0.0692323321584914,0.214181389813136,0.6366490986507676,0.1765347489244464,0.5774692537544974,0.2497530493192739,0.7194133723802517,0.1342910645093254,0.5728664762656939,0.1763465983279558
sc_metrics_MSa1_RF_acc,0.4880326301320743,0.3024338134225781,0.6812361800035858,0.4285319428673877,0.6750433275563258,0.7095111456403514,0.8418693599474093,0.3453505049901392,0.7384434948903364,0.7542804637542581,0.7336699934261639,0.8769721508396582,0.857736209884659,0.762034602282914,0.4114623797286798,0.7704237136197932,0.5336012669575091,0.4129489631267555,0.4925073208629654,0.749043805653499,0.1980218729456762,0.725549811749238,0.7359708360724317,0.4899748998984043,0.7609140620331082,0.3157607721269348,0.8153424371003406,0.3303427359110739,0.7611306998147374,0.3114952489093408
sc_metrics_MSa1_RF_f1,0.2769106533012836,0.1591981107079973,0.4856337196561972,0.231050120806119,0.4671531207984037,0.3739471701609333,0.6935380064859379,0.1796601851488752,0.4735785799121531,0.5471838069239572,0.4883571128755496,0.7248931305375239,0.7199979182715135,0.5821700042547565,0.2945938696473833,0.6296310371630021,0.3256726586720695,0.2783808867175749,0.309080631825028,0.5632340592442152,0.0810239346968948,0.4926183217718738,0.6183204229305722,0.2786130103993258,0.5640858318588828,0.1440040124398389,0.6363194773549228,0.1699611634396925,0.6055000091646788,0.1762257384541586
sc_metrics_MSa2_KNN_acc,0.4761766184290589,0.3100611127278499,0.6587079023254584,0.447525066800709,0.5928463715971322,0.6849916664462022,0.775827402841345,0.3774570755840101,0.7354559644435038,0.6650969602370433,0.7333527341993175,0.8341093679726976,0.8115558612661711,0.6722532342125453,0.4491917775602529,0.7183655652265933,0.5468530913516231,0.4525119712161697,0.4736104129738882,0.7884864678959761,0.2311701367761051,0.4318368210799228,0.6723722849810841,0.6368422445038229,0.6829545755178709,0.4531204529220349,0.7687504960448689,0.3565438239106854,0.6755072885526072,0.2928119791528876
sc_metrics_MSa2_KNN_f1,0.2305631975944617,0.1882081184635333,0.5547892328959287,0.2879421733735006,0.4895879300981728,0.4770441850273401,0.6497539296086838,0.2140231097604106,0.5768337504401303,0.5009374129381722,0.585932637439772,0.7231315020127578,0.681532503995478,0.5716162467559409,0.2814959629915832,0.5752563304286001,0.3075981743552823,0.2837993876188863,0.3006404652671603,0.6156383930948249,0.0824495171780532,0.1391912812398261,0.5913603726268641,0.2730216425717726,0.5435783981079915,0.2291995875312325,0.6379683454597799,0.1854345405639503,0.5528311969954436,0.1716108443917056
sc_metrics_MSa2_LR_acc,0.5060848170586524,0.3550093917828514,0.6627688563189502,0.507976401492103,0.6722003227598614,0.75827402841345,0.8033149025106484,0.414931611947406,0.7968067938305247,0.7311172253234213,0.7899812164342972,0.856914204079473,0.8230905579512685,0.6956930077515279,0.4883065689568507,0.707492261700045,0.6070001851900844,0.5058863991110876,0.487314479219027,0.8432762771501892,0.2301648191751104,0.479298394137411,0.6912219899997355,0.5030424085293261,0.667689621418556,0.5473425222889494,0.8191883383158285,0.3503267282203233,0.6813275483478399,0.3415566549379613
sc_metrics_MSa2_LR_f1,0.2547953991900638,0.174009967921091,0.5666740835571374,0.3292892005618122,0.5403608900875372,0.5727182492697968,0.6611073272909341,0.232749127484748,0.644146149915296,0.5341758034628444,0.5910019244759519,0.7223396696721048,0.6845257758518513,0.575887501235767,0.3205988043647597,0.5208787994689875,0.3688480977444719,0.3131547370400032,0.3411065116102187,0.6759090538654364,0.0769910051665743,0.1569894464596064,0.6190068713522144,0.2265459598623193,0.5298052238794683,0.2680284059886137,0.6786241124706182,0.1512492267694949,0.5688780844495852,0.2080985072404539
sc_metrics_MSa2_RF_acc,0.4879361887880631,0.3237254953834758,0.6336940130691288,0.4840471970157941,0.6503875763909098,0.697954972353766,0.7964231857985661,0.3896134818381438,0.7383264107516072,0.7291859573004577,0.7257996243286859,0.8490568533559089,0.8332231011402418,0.6995952273869679,0.4502632344771026,0.7287494378158152,0.5573163311198709,0.4665335061774121,0.4741659832270695,0.7477711050556893,0.2059710574353818,0.543757771369613,0.6930342072541602,0.5440355564962036,0.6888938860816424,0.4239397867668457,0.8093203523902749,0.3756580861927564,0.6964866795417868,0.3202465673695071
sc_metrics_MSa2_RF_f1,0.2227962081052168,0.152306683120105,0.5382603213827696,0.2813675535799636,0.5150784618303941,0.4310326167079627,0.6573506757833963,0.1951101914146929,0.5594384695371473,0.5581834107937761,0.54285779999861,0.6950523496980663,0.6816262797975322,0.5881618350914873,0.275446344651754,0.591940845168627,0.2986093491147955,0.2724801898882263,0.286564023255207,0.5491821887281757,0.0873075422124746,0.2621066390878478,0.6153922520512258,0.2480779633125492,0.5533535303504108,0.1995231283441793,0.6532323427015022,0.1878207936792311,0.5867302993569101,0.1858951062019553
sc_metrics_cLISI,0.88794076,0.8236828,0.9827828,0.8828307,0.9792206,0.9802777,0.9966155,0.8376979,0.98607665,0.99161327,0.9918473,0.9991929,0.9964826,0.99371594,0.88781077,0.9937812,0.9166888,0.8858429,0.9122578,0.9906883,0.7423961,0.9643474,0.98949724,0.9540857,0.9904439,0.86782414,0.99331594,0.823454,0.9965034,0.8411871
sc_metrics_isolated_labels,0.5018332600593567,0.4968989491462707,0.5441465377807617,0.4915244579315185,0.4936368763446808,0.4847568571567535,0.5682647824287415,0.4863098561763763,0.5264098048210144,0.4653104245662689,0.5286435484886169,0.565371572971344,0.5847994089126587,0.5399402379989624,0.5206958055496216,0.5663155317306519,0.5061442255973816,0.4925906062126159,0.5086158514022827,0.5402902364730835,0.3716297149658203,0.45896115899086,0.5733179450035095,0.5023420453071594,0.5433624982833862,0.5024270415306091,0.5569151639938354,0.4452004134654999,0.5723587870597839,0.5142765045166016
sc_metrics_ASW_label,0.4814145565032959,0.4600558876991272,0.5025649070739746,0.4793994128704071,0.4878883361816406,0.4774219393730163,0.5386210083961487,0.4593645930290222,0.5053367018699646,0.4909374117851257,0.5166807174682617,0.5341218113899231,0.5282368659973145,0.5107981562614441,0.4785305857658386,0.4851650595664978,0.4931934773921966,0.473203957080841,0.4901611506938934,0.5073825716972351,0.3480651378631592,0.4321436583995819,0.5186935663223267,0.4263694286346435,0.4967488944530487,0.4714194238185882,0.5160591006278992,0.4031008183956146,0.525698721408844,0.4559652209281921
sc_metrics_best_classifier,LR,LR,LR,LR,LR,LR,RF,LR,LR,RF,LR,LR,RF,LR,LR,RF,LR,LR,LR,LR,LR,RF,LR,KNN,RF,LR,LR,RF,RF,LR
sc_metrics_best_classifier_mean_acc,0.4930770705743869,0.3307647209915273,0.6955413336755212,0.4942357654385753,0.6860000597842815,0.7691149022124621,0.8191462728729877,0.40307478224813076,0.8050623941064414,0.7417332105273579,0.7844679882446393,0.8683177068326606,0.8454796555124504,0.7266638109934356,0.481662995827257,0.7495865757178042,0.5938731577955442,0.4990474546203857,0.49946537323767337,0.860561224692348,0.27417671425497886,0.6346537915594255,0.7135964130360837,0.5904397381605948,0.7249039740573753,0.5092909946053006,0.8276266498846219,0.35300041105191515,0.7288086896782621,0.3292189836573509
sc_metrics_best_classifier_mean_f1,0.27820595841262785,0.1697093051700099,0.5786754367237135,0.3374427914495294,0.5450507771685891,0.5799172716555403,0.6754443411346671,0.23561520566295613,0.6579487228641738,0.5526836088588667,0.5831472336838849,0.7358378585648873,0.7008120990345228,0.5964113992035902,0.34370677593939447,0.6107859411658145,0.3831926847964915,0.3177707791363385,0.3508946324139211,0.7093475963513332,0.07311166866253285,0.3773624804298608,0.627827985001491,0.2666235218105364,0.5587196811046469,0.25889072765394383,0.6990187424254349,0.1788909785594618,0.5961151542607945,0.19222255278420486
