,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
bio_metrics_NMI_leiden,0.5243845314601333,0.4419823247852441,0.1576223970628993,0.3846022829231472,0.0039891627603768,0.0183888106605042,0.2928968640080583,0.116220764179611,0.0141993922345058,0.0614760071830652,0.0052419060109447,0.1772722124549239,0.2647119737176845,0.2643952320606325,0.5473891651894656,0.4557042707116654,0.293849265049099,0.3612415018898804,0.4663360194309682,0.3790045227196901,0.5240280413349969,0.2478001868659814,0.431137954484057,0.4968735055924876,0.3516301749120458,0.3842946994329547,0.0650024849048005,0.5190635930569218,0.0279174373389242,0.4969615519843441,0.5721124140828168,0.2568628015559562,0.0301754169389933
bio_metrics_cLISI,0.997822403907776,0.9873749017715454,0.6923569440841675,0.9235843420028688,0.6760478019714355,0.6958543658256531,0.8860073685646057,0.8458281755447388,0.5368555784225464,0.7272259593009949,0.7682962417602539,0.8352251052856445,0.8490581512451172,0.8387573957443237,0.9999998211860656,0.9930241107940674,0.8745718002319336,0.9519983530044556,0.9892809391021729,0.9691414833068848,0.9565204381942748,0.7750238180160522,0.9891231060028076,0.9899303913116456,0.941686749458313,0.9557785987854004,0.829666018486023,0.9977854490280152,0.5389556884765625,0.9879589080810548,0.9999998211860656,0.8784250020980835,0.5422837734222412
bio_metrics_isolated_labels,0.5675691962242126,0.5387524366378784,0.5056561827659607,0.5128905773162842,0.4970199167728424,0.4948291778564453,0.5258805751800537,0.5124759078025818,0.4934112131595611,0.506380021572113,0.5063326358795166,0.5078554749488831,0.5180445313453674,0.5194316506385803,0.5536442399024963,0.5554798245429993,0.5342578887939453,0.5284838080406189,0.5613637566566467,0.5399768948554993,0.5597091317176819,0.5389705300331116,0.594706654548645,0.6104547381401062,0.5426997542381287,0.5480524897575378,0.4916132986545563,0.5516104102134705,0.4939875602722168,0.547249972820282,0.5700629353523254,0.4984877109527588,0.4982348978519439
bio_metrics_ASW_label,0.5798364281654358,0.5214959383010864,0.5041673183441162,0.5188575387001038,0.5002801418304443,0.5004130005836487,0.5252473950386047,0.5121173858642578,0.4955983757972717,0.5044598579406738,0.5076068043708801,0.5101900100708008,0.5213771462440491,0.5352016687393188,0.5485035181045532,0.5399067997932434,0.545680046081543,0.5299994349479675,0.5694226622581482,0.544376790523529,0.5887082815170288,0.50117427110672,0.5861956477165222,0.6012247204780579,0.5497162938117981,0.5409310460090637,0.4796946942806244,0.5567989349365234,0.4828324317932129,0.5501760840415955,0.5954220294952393,0.5559746623039246,0.4993416368961334
spatial_metrics_moran_i_mean,0.8942956940227886,0.8442901073321804,0.144843937626118,0.5223110239793426,0.1186640002537036,0.0848156975736739,0.1206708924286703,0.5828219688591921,0.0183525838978049,0.0842405522294568,0.0756554639195119,0.0884635499062243,0.2700972011826829,0.0691471460072359,0.888002296806477,0.5400150846814697,0.36383952640282,0.7059606091848338,0.7875455223106274,0.7612023091522316,0.5267342559347656,0.3611835698965679,0.8592791480668446,0.4359645964656808,0.4752344273537899,0.4266880915977718,0.1839966285347984,0.46518764707831,0.7547800889611144,0.6484756571107677,0.9198631790578812,0.1219579013269305,0.4766269965970574
spatial_metrics_moran_i_std,0.0180945895267003,0.0210482965343281,0.021772879742009,0.0152660488089387,0.0137030439764404,0.0106619068328596,0.025058112647909,0.0219964637986076,0.0030145911995844,0.0190772999926216,0.006899465729775,0.018054922740852,0.0342428715078948,0.0114807556847308,0.0113188463626782,0.0091711209086647,0.0355415503651994,0.0281026552239984,0.0218046597986802,0.02611522449937,0.0270352270144204,0.118802561822127,0.0463818804207371,0.013250291403316,0.0363271475276197,0.0242200800905142,0.0252897678011438,0.0027431736138395,0.0081595088447555,0.0427814680495762,0.0051872612615018,0.0176489502067273,0.007828307688171
spatial_metrics_greay_c_mean,0.1048059805284558,0.1558330334826818,0.8553473360751435,0.4801718957597452,0.881791288037947,0.9147220779887776,0.8788240965294488,0.4197287768813638,0.9805634005284948,0.9155774887444722,0.9249874214652064,0.9114487786928612,0.7308873554791263,0.928286560057916,0.1269813097142939,0.4618807223607564,0.6388176809392757,0.2945841774913684,0.2093517764887881,0.2396815970162193,0.4738691049115184,0.4691760494783923,0.1406724173559417,0.5651413314036691,0.5264396953775052,0.574419454566048,0.8164868883157871,0.5322383733915496,0.2430889023435659,0.3530411100436115,0.0818196013069733,0.8580866242519969,0.5229176815745111
spatial_metrics_greay_c_std,0.0183866251147965,0.0210648114350761,0.021781797948485,0.0148922684708937,0.0133958348265364,0.0106496789812975,0.0250339040519119,0.0222408550881015,0.0031050604422176,0.0189945741108045,0.0068281974972389,0.0179747967427888,0.033781407989911,0.0131972063097196,0.0110496112795119,0.0089883762483187,0.0348616568526224,0.0276842308481354,0.0215614074668798,0.025850927968456,0.0270606314789919,0.0517718363510128,0.0463865718931064,0.0133998245070613,0.0358938737906318,0.0256729111543241,0.0254553874544063,0.002504459016505,0.0083238176443459,0.0422256957998076,0.0044200186956119,0.0207495119138031,0.0071251435522358
downstream_metrics_CHAOS_kmeans_mean,0.0137930093333125,0.0140256934488813,0.0167371928691864,0.0140976433952649,0.0161956114073594,0.0177071510503689,0.0163148064166307,0.0144332718725005,0.0172919301937023,0.0167502996822198,0.016641246775786,0.0158758126199245,0.016315064082543,0.0157013439262906,0.0140879147996505,0.0139211804295579,0.015416392746071,0.0141679312412937,0.0143210624034206,0.0140970088541507,0.0141323925927281,0.0137204316755135,0.0144277391955256,0.0142934853211045,0.0149035224070151,0.0141153723622361,0.0166778601706028,0.0138718836630384,0.0140878837555646,0.0139922139545281,0.013701608714958,0.0148777641976873,0.0141547651340564
downstream_metrics_CHAOS_kmeans_std,0.0002021985059966,0.0002196016016114,0.0003642886132291,0.0002542015252576,0.0004374314640971,0.0003577277237504,0.0002539763042989,0.0002008663317048,0.000300121479403,0.0002181979055536,0.0003016186843086,0.0003239513719005,0.0003367718536044,0.0002398905850571,0.0002751588964018,0.0002010485555582,0.000249627946936,0.0001883945257437,0.0003213187452099,0.0002087285308257,0.00023110082895,0.0002731227904275,0.0002155070023363,0.0004062978061771,0.0002365745002812,0.0002949301943918,0.000308901710224,0.0002376183765191,0.0002820332033905,0.0003314845153059,0.0003229282279238,0.0001884643404477,0.0002859669896837
downstream_metrics_PAS_kmeans_mean,0.0294734671390832,0.0599521044926994,0.4242103565208659,0.0490968261173183,0.2878395046130408,0.5768347232348844,0.3359335376553665,0.126939917188292,0.3567286253710422,0.335755381034426,0.4033608284396539,0.2765559431914912,0.2580064484020042,0.2595997409257999,0.0694469680084341,0.0533640303414405,0.2185555146599757,0.0942247595002093,0.0729444828645327,0.0789246020412078,0.0569637625500069,0.0062659979705416,0.0732143178782211,0.0522225460081877,0.1692768424693699,0.0021396923550709,0.3517625854780144,0.0225320237205543,0.0978970853209343,0.0347557598835524,0.0118827626832538,0.1169725838350991,0.0788301250104534
downstream_metrics_PAS_kmeans_std,0.0141862478261352,0.0150478267575326,0.0159936365580995,0.0161425849377208,0.0371945889205877,0.0192476804223116,0.0374976900852295,0.0204675294393218,0.0261887081328198,0.0554515992269916,0.0080367510528946,0.0382982196593392,0.0138109836347547,0.0332766448613439,0.0047470694300066,0.01570573229895,0.0168982487729199,0.0142365442878679,0.0030302116886139,0.0159623498959933,0.0162141675657466,0.0024630699048319,0.0327821800938884,0.0105463492050714,0.0280650599870898,0.0005892508812799,0.0394860998872442,0.0025600035807862,0.0026255633082384,0.001074226966487,0.0038257110761239,0.0097686552966048,0.0032187659101175
