,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,Scanorama,Harmony,STACI,INSTINCT,stClinic,STAligner,STAIG,STAGATE,SPIRAL,spCLUE,SpaVAE,SpaBatch,SEDR,scNiche,MaskGraphene,MENDER_wo_pcs,GraphST,GraphPCA,DeepST,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.2727454900741575,1.5708191394805908,1.8439871072769165,1.337794065475464,1.5611417293548584,1.4168658256530762,1.7749340534210205,1.000000238418579,1.836222529411316,1.5922439098358154,1.631123185157776,1.7351083755493164,1.7647576332092283,1.5775641202926636,1.0,1.8232721090316768,1.7863668203353882,1.809213280677796,1.0464972257614136,1.783929467201233,1.2306782007217407,1.8209911584854128,1.2075111865997314,1.861479997634888,1.8168295621871948,1.8095163106918333,1.4980981349945068,1.8058401346206665,1.8435646295547483
batch_metrics_ASW_batch,0.95915549993515,0.9418436288833618,0.992213249206543,0.97115820646286,0.9618734121322632,0.8847752213478088,0.9854370951652528,0.872369647026062,0.9853349924087524,0.9680055379867554,0.9822667241096495,0.9476091861724854,0.9885618686676024,0.956226646900177,0.5815784335136414,0.9867029190063475,0.9686941504478456,0.9875998497009276,0.7016657590866089,0.9552195072174072,0.9541977643966676,0.9827805757522584,0.942679226398468,0.981232762336731,0.984183132648468,0.9866814613342284,0.7507076859474182,0.9884510040283204,0.9884441494941713
batch_metrics_PCR_comparison,0.0,0.0,0.5417812130511727,0.0,0.0,0.688997317786207,0.958934585214998,0.0,0.4732738882717069,0.0,0.0,0.8084827739623996,0.9938309183526056,0.0,0.0,0.4325172499909998,0.0,0.8684404093990304,0.0,0.6791097017504124,0.0,0.0,0.0,0.825091426865736,0.0,0.0,0.4886988853590303,0.937448611808374,0.5622170416105983
batch_metrics_kBET,0.0957101375225301,0.2869316730679612,0.8697581237013359,0.148962818163535,0.6719294170415882,0.805447613261232,0.8816854203901041,0.0,0.8772973367676985,0.4746797502456836,0.519991567613807,0.6061031087980314,0.7820340789818204,0.4830331052753059,0.0019210419006948,0.8306318943107011,0.6187845497068006,0.708802078175899,0.0642126381704867,0.6872910702523328,0.0617517283634619,0.767697011604752,0.0434664524877754,0.8932008403701605,0.781322672445778,0.7669086265937828,0.3566503281933764,0.8985162974434495,0.8031180310671191
batch_metrics_graph_connectivity,0.9788062940508871,0.9167309123932834,0.4327617848053241,0.9994549946334896,0.0067732528401232,0.2363676051543995,0.0129412031886006,0.9993288590604028,0.1821759023981907,0.680121769183176,0.7600197813765202,0.8703507221788294,0.582720585111587,0.4103264334404938,0.6494889282484225,0.6232661103316215,0.4957130622974866,0.4201121624224586,0.6984502095855027,0.5420722004040854,0.8030951212717535,0.7967135725417431,0.8516328881278186,0.0368956286464426,0.1052186000214229,0.5132206126866394,0.9552036634708746,0.030407014045152,0.4899277297265904
bio_metrics_ARI_kmeans,0.0063108674956844,0.0411564891076413,-0.0003979701804977,0.0575634918075717,-0.00053184247601,0.0001287787556296,0.0016810237807028,0.1257543974924412,0.0005738073878361,0.0133621411924891,0.0002186858216001,0.1695244340170279,-0.0006426642525967,0.0006733635070077,0.0341768244637544,0.000273866880747,0.002228458645993,5.500184502526717e-05,0.1243896395850545,0.009718556535964,0.1686761689703902,0.0012155075236713,0.0096923359215262,-0.0022691954362305,0.0017115297311477,0.0004864424608342,0.080110831632512,0.002428994640385,0.0107155487033165
bio_metrics_ARI_mclust,0.0039699780737762,0.0375861407952181,0.0017892926866939,0.0177537499702853,-0.0003010622108201,0.0023692701119995,0.0023438953507326,0.1132612605693916,0.0007527028362142,0.0147766351793262,0.0022046893395984,0.0173912496638668,-0.001295060457753,0.00396128835116,0.0263371300608153,0.0015952902587786,0.0004446179758396,0.0009767544886796,-0.0007279645465982,-0.0005031958540688,0.1806658140574346,0.0015901737334539,-0.0004816292888877,-0.0004176886412797,0.0008902553233838,0.0024061012983314,0.1221992309580948,0.0003742540404618,0.0025212581026195
bio_metrics_ARI_leiden,0.0040438594655091,0.0400063033057623,0.0015299360250835,0.0950925551382487,0.0079783884683739,4.871019496001583e-05,0.0013585787430966,0.2076130955314928,-0.0011611154450761,0.0141690582772413,0.0023321497390252,0.1764144378298227,0.0005316029381982,5.857508542960272e-05,0.0270777076229033,0.0009442813306157,0.0010205981459715,0.0025597797749374,0.0217699801734405,0.0704919774782399,0.1556505956257132,0.002687952275733,0.0473820007256022,0.0024435740403881,0.0008199893285916,0.0027356077960339,0.3762085110539798,6.988221804393931e-05,-0.0003529254078837
bio_metrics_NMI_kmeans,0.0044872459310365,0.0349544981872393,0.0016071966102732,0.0617998477993412,0.001701823316251,0.0006844047773605,0.0009490180032903,0.1781737426360041,0.001275455575854,0.0245093294448709,0.0010857571694096,0.1541222464886897,0.0013191646806343,0.0011496054626651,0.0382088971046391,0.0016793945829176,0.002634579332616,0.0013971980824234,0.143916208928901,0.0198104245750234,0.1906529780442973,0.0012147140133538,0.0096367742402174,0.0013464036194178,0.0014363181857986,0.0016277520483714,0.1955926422181641,0.003235398468812,0.0088689009743064
bio_metrics_NMI_mclust,0.0018163210899936,0.0408102576031062,0.0021094223973192,0.038945556132628,0.0031614473007999,0.002170217659159,0.0020188840458466,0.1204364955971769,0.0017495517420479,0.022798967068167,0.0016567662261741,0.0903625655265763,0.0022908505104471,0.001648534725315,0.0222426106213038,0.0026284400136615,0.0009200858590049,0.0009897478923419,0.0585462782927583,0.0084446598573443,0.194923530376681,0.0021954020583571,0.0066158110574709,0.0020837990912911,0.0020919613768031,0.0023369274503764,0.2535159062636672,0.0026610338740426,0.0033052239728287
