,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,Scanorama,Harmony,STACI,INSTINCT,stClinic,STAligner,STAIG,STAGATE,SPIRAL,spCLUE,SpaVAE,SpaBatch,SEDR,scNiche,MaskGraphene,MENDER_wo_pcs,GraphST,GraphPCA,DeepST,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.0000001192092896,1.1097562313079834,1.5205225944519043,1.0581912994384766,1.0810201168060305,1.072927713394165,1.4700026512145996,1.0000001192092896,1.404443860054016,1.0927059650421145,1.0812444686889648,1.131027102470398,1.4918746948242188,1.1875451803207395,1.0,1.215973973274231,1.0643723011016846,1.447556972503662,1.4557595252990725,1.8969764709472656,1.0,1.6127922534942627,1.000000238418579,1.4846125841140747,1.0000008344650269,1.1350278854370115,1.2724745273590088,1.705970048904419,1.009085178375244
batch_metrics_ASW_batch,0.6600379347801208,0.7851046919822693,0.8775709867477417,0.7609274387359619,0.8009463548660278,0.8354570269584656,0.8426653742790222,0.6471892595291138,0.8203657269477844,0.7072100043296814,0.7709405422210693,0.7390348315238953,0.8184415102005005,0.7588549852371216,0.4898423254489898,0.7804909944534302,0.7765910029411316,0.7658027410507202,0.734332263469696,0.7431502342224121,0.5639306902885437,0.843418300151825,0.6477555632591248,0.7621760964393616,0.7121338248252869,0.8063837289810181,0.8026100993156433,0.8538007736206055,0.8039080500602722
batch_metrics_PCR_comparison,0.0,0.2613373338105755,0.7688234935118703,0.6639741519466589,0.7351479808201418,0.8218506413354424,0.8291937658313279,0.0,0.7790226761521303,0.7411026768998831,0.0926688340500213,0.9527069474478264,0.8221947450575467,0.129300966635382,0.0,0.4276788379922179,0.0,0.7365279145450557,0.0,0.9498302745572176,0.0,0.394751765328794,0.0,0.6818524804773302,0.0,0.9043468146007524,0.8003846253236367,0.967508754480331,0.45420685150455
batch_metrics_kBET,0.0792453323890154,0.2232261860602982,0.4013063838395778,0.2040646212758489,0.3148805935279918,0.3513320220375956,0.471484481269055,0.0768065696877922,0.3242093709627533,0.2141394469320455,0.1884409435256243,0.2832657992508454,0.4276144560402495,0.4100415139742507,0.0898510447540334,0.1476197575796691,0.1907868186299794,0.3492160412623097,0.3001125182231148,0.2959505176743474,0.0830177635399712,0.5283937779625664,0.074913387455401,0.3576798669940476,0.1599200809709154,0.2316451973030546,0.4171869151278826,0.3908853072580589,0.2243729645069227
batch_metrics_graph_connectivity,0.7004271027898574,0.9094278897140594,0.6561493802713783,0.9167892650379088,0.7899528052032028,0.2883837809750213,0.5890770509660729,0.7731675755661548,0.9194816725347928,0.6939641432422023,0.8166005145028535,0.8762660476509003,0.7074991738670438,0.7230089719541221,0.6216343859543779,0.7396956191159981,0.8691108122869505,0.8282663173736635,0.386309842127818,0.8092464225724479,0.6766549861789017,0.8078325116844757,0.6884694017039802,0.7446237039874979,0.6842233282626978,0.9327667653076238,0.9514460981792376,0.8185617504668127,0.4475834003866379
bio_metrics_ARI_kmeans,0.2577216973994983,0.2607643053379693,0.1917793987288137,0.2141961165121844,0.1993276252219982,0.2345068118089757,0.1828649613859237,0.1760355293538142,0.279027744603387,0.1770179742718861,0.2201253108163448,0.337531647753803,0.1834305081492226,0.1441946616567124,0.3122369640954705,0.1886814079736383,0.2296584765802541,0.2403839054722721,0.1367821954448717,0.2070026552383149,0.2878789090950543,0.2009035899241988,0.242736278176708,0.2075030320082778,0.1603743791396627,0.3454336842684523,0.2808100791307687,0.2458189119850914,0.3530165563169338
bio_metrics_ARI_mclust,0.2695833297193864,0.2748110944827286,0.1950608031884928,0.1746746877562522,0.1994064584949259,0.276457042831767,0.1974339556269401,0.1875309613496262,0.3412795615073342,0.2376581485675004,0.1889913679049285,0.3133081790724795,0.1894417207314308,0.265023167868368,0.2837796669451574,0.1896295606040234,0.2327380398842949,0.2190818026417825,0.1527948184369172,0.2336408561083616,0.3131124139146067,0.2249300318462678,0.2615282979164379,0.2458292047752143,0.174445658492038,0.3981577823103323,0.3031488463264982,0.1806728092288539,0.3271975259804816
bio_metrics_ARI_leiden,0.2699564469065978,0.3114024230026466,0.2582176880994734,0.2941105476921046,0.3054516999732613,0.2113937092580244,0.2689089337126196,0.3033938484404319,0.3053164150671735,0.2349576389238083,0.2675828430878201,0.3482085549698648,0.2659851370196376,0.1766761020415281,0.2915526135860747,0.2354797225698902,0.3295375589267136,0.3049566848977281,0.1578826560756931,0.2406563609686853,0.2637566188787189,0.2686347095024387,0.3298804009485137,0.2819141934005829,0.2935578921570968,0.4043187307865941,0.3273759591213622,0.3323973692771304,0.2875176624240204
bio_metrics_NMI_kmeans,0.4603208522443872,0.4378820315222528,0.3072262109065516,0.4365534482587981,0.3989495340370818,0.3888279859507331,0.3492339674713599,0.3944494941583206,0.4392609405218357,0.3790397139580405,0.3918110525248746,0.5293403603185838,0.3539457896051573,0.2589274115503928,0.4575363613575469,0.3683813380003264,0.4341980894454968,0.4314370587082825,0.2478046111357107,0.3718100622284477,0.5074764162850984,0.3624469855684956,0.4302862200407437,0.3640262220966268,0.3677392111535007,0.5382780145661881,0.5130452960247052,0.4408394661269134,0.4856634069627561
bio_metrics_NMI_mclust,0.4759908852463956,0.4557003281450116,0.325682608016732,0.444862432773061,0.4251406212972471,0.4037497696251535,0.3629039900373809,0.3956598529408328,0.504555545506835,0.4281652090556276,0.401307919093933,0.5125210332887405,0.3603397564317058,0.408480294527656,0.4484382121221527,0.374399025967907,0.4330424924963799,0.4340049610562521,0.248615018632581,0.4030174829030714,0.5187698205343271,0.3914245076855856,0.4849510400262437,0.4080069219992474,0.374907198661503,0.5792115470820454,0.5246855647383053,0.3849245798816789,0.4502688296172739
