,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
downstream_metrics_CHAOS_leiden_std,0.0006643724627792,0.0007183118723332,0.0019252775236964,0.0010031759738922,0.0019919099286198,0.0007562991231679,0.0015501594170928,0.0012593707069754,0.0017620846629142,0.0013304064050316,0.0016505382955074,0.0013425648212432,0.0018291920423507,0.0019561816006898,0.0006765811704099,0.0005787247791886,0.0014234911650419,0.0008505233563482,0.0002796407788991,0.0015804129652678,0.0009092623367905,0.0008648224174976,0.0011976575478911,0.000271501019597,0.001370396465063,0.0025957366451621,0.0018249060958623,0.0016516260802745,0.0005356981419026,0.0005508591420948,0.0008552120998501,0.0006400337442755,0.0005465615540742,0.0008216011337935,0.0015561897307634,0.0006124381907284
downstream_metrics_PAS_leiden_mean,0.016043063899149,0.0537620642678742,0.6217120217320368,0.1402264375087607,0.669767763021051,0.5466082441159053,0.5797366969829902,0.2906655808414531,0.8896050545375638,0.5608207548594426,0.4841921924585814,0.5821068885635836,0.5621459213949294,0.6118750207708705,0.0199615770317264,0.0554409103329843,0.6626902325947179,0.1551586040458011,0.0811821308847215,0.1981680351199277,0.5069956493023684,0.4176694026089868,0.329961708430574,0.1992137122645783,0.5532744836757917,0.4882918009765413,0.224603999052084,0.5708724607796387,0.0302685392658219,0.0672382638376691,0.0258316879161855,0.0068711290786868,0.4472949302775167,0.1456024562792992,0.5910544344310025,0.0294173267314038
downstream_metrics_PAS_leiden_std,0.0004374534001455,0.0032078150236686,0.0079649609325742,0.020642964213497,0.0457964832091599,0.0907363981414007,0.0446334743304125,0.0501759940090714,0.0227227922880995,0.0341784053689752,0.0130155670308373,0.0350832357226104,0.0348267020514931,0.001263205631548,0.0045937570787537,0.011782804816495,0.0268462134919464,0.0032013220542996,0.0256788029412777,0.0232436145623194,0.0610888317187938,0.1052563615831529,0.0648038313731337,0.0526337852161069,0.03475457242095,0.0944179346681771,0.0647954669728096,0.0338890440910364,0.0058311862258488,0.0136527338109704,0.0046274554674116,4.7984973883365926e-05,0.0832517610224496,0.004023845366653,0.0201523173325178,0.0011170244136342
downstream_metrics_average_confidence_score_mean,0.8303090333938599,0.921223759651184,0.7786468267440796,0.6162892580032349,0.6606274247169495,0.7700854539871216,0.9042490124702454,0.9332632422447203,0.8691185116767883,0.9902504086494446,0.6842871904373169,0.8325676321983337,0.9400066137313844,0.808082640171051,0.5028995275497437,0.888532280921936,0.9911447763442992,0.9447011947631836,0.985238790512085,0.9358627796173096,0.6653326749801636,0.6291133165359497,0.9017449021339417,0.9979972839355468,0.934129238128662,0.9619255661964417,0.9962860345840454,0.9968114495277404,0.3411469459533691,0.6192551255226135,0.6434827446937561,0.7535754442214966,0.7823349833488464,0.9971714019775392,0.935222864151001,0.4224704802036285
downstream_metrics_average_confidence_score_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstream_metrics_slice_wise_average_PCC_mean,0.2671728730201721,0.1697757989168167,0.414787083864212,0.2109950631856918,0.3981122970581054,0.3803923428058624,0.4586861133575439,0.1497980654239654,0.4060081839561462,0.4246711730957031,0.4586450457572937,0.5552314519882202,0.4717353284358978,0.4833278656005859,0.2357406765222549,0.2064850926399231,0.4097466170787811,0.3101111948490143,0.2497411966323852,0.2014946341514587,0.4842999279499054,0.2726121842861175,0.2490057200193405,0.2344172745943069,0.4336309432983398,0.3562366962432861,0.0980899557471275,0.4164846837520599,0.1957407742738723,0.3198888599872589,0.3879506886005401,0.2396708279848098,0.459617406129837,0.0937453433871269,0.4463039338588714,0.1823322176933288
downstream_metrics_slice_wise_average_PCC_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstream_metrics_average_matching_rate_mean,0.5511976836009476,0.4920091753468958,0.3308013386981536,0.4037152634151844,0.3003421953145564,0.2880833301996766,0.3629902605948933,0.219945098334148,0.2189673974354153,0.2807881773399014,0.3126386643101568,0.3903658857594104,0.4243597939307336,0.4039784905802279,0.6231715112999662,0.4085661640281277,0.428609032452149,0.5386379874403039,0.5649231000639265,0.4937765577407588,0.395480013537397,0.2024216899183995,0.4548189373143308,0.1973827699018538,0.501222126123416,0.2908660173729929,0.0807731357876132,0.354755010717106,0.2073477982927838,0.493250103410672,0.51457150377919,0.4802767645621028,0.6834881359756327,0.0832173880344451,0.4899033580265483,0.2259617192494265
downstream_metrics_average_matching_rate_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bio_metrics_geometry_cell_distance_corr_mean,0.1350161447344381,0.1545538219159323,0.0449003279792689,0.103837811077971,0.0238068234127823,0.0739673472820125,0.0259919917128372,0.0888344752320341,0.0111267620341643,0.0157893823007412,0.0303184666294353,0.0244491975224246,0.0527255266122799,0.0296149624492438,0.1162406249813612,0.1513416102478552,-0.0149539052049092,0.0899388860323577,0.1230681532931839,0.0997133760238595,0.0671620519751299,0.0302420070622218,0.0742165278564296,0.0742705320668201,0.054435277835137,0.0675084991319646,0.1240957351214605,0.0090697194144285,0.141026167966018,0.0927952922537773,0.1588733687295769,0.1315528062754691,0.1314820365616059,0.0828312525515406,0.0643991535260907,0.2575045181028892
