,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,CellCharter,CAST,BANKSY,CellNiche
sc_metrics_CTRL2_KNN_acc,0.5268353363696555,0.3912842840231937,0.8750225717782548,0.4997291386609418,0.8412351277061054,0.8427098172187556,0.8975040629200859,0.4145281996749664,0.860065006721374,0.8634156618045384,0.8741096687466142,0.9412030256214764,0.9189121406071308,0.8991994542645613,0.5144559699845509,0.9000421339860757,0.6276559459079873,0.5156096386509099,0.5781685760719086,0.8820047751850886,0.8181015629702454,0.8251038301799724,0.7836520134026204,0.8935514937501254,0.2057141710639834,0.8777311851688369,0.4811099295760518,0.8992696775746875,0.202965430067615,0.900363154832367,0.3922172508577276
sc_metrics_CTRL2_KNN_f1,0.3563219517300425,0.2501433423388963,0.717741398947174,0.368674309747602,0.700187340097259,0.614709076898494,0.7647478966697011,0.273866272798409,0.6647473818144338,0.6979674096783121,0.6982427725100344,0.8303006367414312,0.7924456490333354,0.7678034059698264,0.3738308061677129,0.7689553641059934,0.4360857606922521,0.3536956784172957,0.4012315038629994,0.7215506573949246,0.515022331482973,0.6759348907037387,0.5485519132634822,0.7497044062620967,0.0587476649249501,0.7040290302655591,0.3154814464846001,0.7572216902202644,0.0610491235995885,0.776946975875785,0.2593111916224387
sc_metrics_CTRL2_LR_acc,0.5544631929535925,0.4075560281695792,0.8887662767600971,0.5325133925884312,0.8681406873858871,0.8709696835938284,0.9028109387853374,0.4384843803294476,0.8847635480829036,0.8569852129772677,0.8837703898396903,0.9327461327019924,0.9097128869805984,0.9046066491442788,0.5428261872755362,0.8911839650087278,0.639734355249694,0.5513232078008066,0.5858229168756646,0.9046166810457256,0.8149716097189061,0.8332096065488253,0.7947773921068999,0.9108665556469572,0.238618807808832,0.8590317208723741,0.5377600770450031,0.9118697457916174,0.216087157159768,0.8963303304508337,0.4460083064143977
sc_metrics_CTRL2_LR_f1,0.3882114446939852,0.2392674826596126,0.7532780758441607,0.4040245246921169,0.7389372488657404,0.692797803813266,0.7643266827719298,0.2922869544852268,0.7476500996375698,0.6862554728781421,0.698684701627171,0.8135858347987538,0.7852981489547153,0.7942121226807016,0.4146263234241036,0.7260260914854298,0.4694586659568572,0.3783451720818173,0.4283726026609175,0.7734748454284269,0.4605540959091673,0.6880449296313212,0.5281795972292735,0.7793723888551213,0.0275520926873029,0.6873755983272231,0.3594105750957098,0.7935238422610457,0.0350235085383498,0.757942573572291,0.3050100218441146
sc_metrics_CTRL2_RF_acc,0.545113460805361,0.4038141289299974,0.8699163339419353,0.5246985413615297,0.8677293794265765,0.8412752553118918,0.9012760578640076,0.4347826086956521,0.8619810998976746,0.8808009470114966,0.8641479906101402,0.9370297546196906,0.9198752031460042,0.9097128869805984,0.5314500110350916,0.9074256134507734,0.6384703356674224,0.5372283862683332,0.5879797756866837,0.8601853895387331,0.8033546678437431,0.8330490961256797,0.8692441965450132,0.9141068598142092,0.2092253365702935,0.8795569912321182,0.5015649766256697,0.907636283381152,0.2084027206516723,0.9052486908368612,0.4510543528420376
sc_metrics_CTRL2_RF_f1,0.35999612273673,0.2438611954441106,0.7041394665491786,0.3636922500623876,0.7227021087603986,0.5792335591858605,0.7641780408148378,0.2645865132306794,0.616999853307389,0.7277698498888581,0.6443799665823676,0.8146958358439613,0.7994515375749938,0.7778699241475596,0.3687202336077312,0.7769080250318142,0.434972335490583,0.359663152920126,0.3973825195478792,0.6936474682542267,0.5161677374966234,0.683851289472532,0.7215270312343373,0.7901960852852684,0.0550934680413923,0.7094662757463757,0.2988800455278024,0.7621296569080834,0.0551112583527207,0.783200633418541,0.2936827713157878
sc_metrics_CTRL1_KNN_acc,0.5524758674667363,0.3966397078006783,0.8822123662927212,0.5227132794156013,0.8166971040960084,0.8206000521784503,0.8933785546569267,0.4161961909731281,0.8539629533002869,0.8537438038090269,0.8633655100443517,0.9349752152361076,0.9128828593790764,0.8966657970258284,0.5245917036264023,0.8996086616227498,0.6386329246021393,0.5368953822071485,0.5809235585703104,0.8791755804852596,0.8111870597443256,0.8395303939472998,0.7842838507696321,0.8968536394469084,0.1953143751630576,0.8684163840333942,0.4751369684320375,0.8994938690320897,0.1918705974432559,0.8976989303417688,0.3978606835376989
sc_metrics_CTRL1_KNN_f1,0.3475323112330106,0.2560507970460181,0.7205657423362181,0.3422509634265633,0.639666778811215,0.5833277166576066,0.7542016100598677,0.2725948467419103,0.6241183407563459,0.6707860420878523,0.6822491273904655,0.8191391681154194,0.7731376106872219,0.762824350099414,0.3649975535744851,0.7473454999631585,0.4315401676376207,0.356684498504705,0.3937736757540124,0.7161713303458931,0.4927577215532473,0.6587469999603608,0.5432112061456753,0.7421544440115054,0.0570801709518863,0.6973523577801465,0.3005559065370509,0.7406759224044084,0.0628565021848337,0.7671694063205426,0.2456258322241014
sc_metrics_CTRL1_LR_acc,0.5847012783720323,0.4502269762588051,0.8900808765979651,0.5612731541873206,0.8714009913905557,0.8693764675189147,0.8987633707278894,0.4789668666840594,0.8846856248369424,0.8500600052178451,0.8728098095486564,0.9271484476911036,0.9107435429167754,0.9056404904774328,0.5670545264805635,0.8878789459953039,0.6571667101487085,0.5689746934516045,0.6128358987738064,0.9062561961909732,0.8035585703104617,0.84004174276024,0.7753926428385077,0.9094077745890948,0.2803443777719802,0.8582624576050091,0.5547925906600574,0.912162796764936,0.142123662927211,0.8938585963996869,0.4678528567701539
sc_metrics_CTRL1_LR_f1,0.387259945957541,0.2501707094684361,0.7480377079240134,0.385198251798382,0.7046785061433685,0.690577951680444,0.7536892090317089,0.2948456396722156,0.7313794089211479,0.6763962525051302,0.6688039639816973,0.8049298363219146,0.7855812187460737,0.7924762064448612,0.4105813873790945,0.6827506566036217,0.4745235806238814,0.3817214138097972,0.4426677721413473,0.7824668007576675,0.4358495657628888,0.6575418165504897,0.4652609315489939,0.7783404268708126,0.0312800192822036,0.6787408561480843,0.3705202935864281,0.7853584731799927,0.051053562812173,0.7483476046883285,0.2929780321003424
sc_metrics_CTRL1_RF_acc,0.5689746934516045,0.4185546569266892,0.868009392121054,0.5493660318288547,0.8626558831202713,0.8332689799112967,0.8975006522306288,0.4693138533785546,0.8496738846856249,0.8726428385076963,0.8532011479259066,0.923777719801722,0.9176310983563788,0.9046804069919124,0.5509522567179754,0.9035846595356118,0.6495486564049048,0.5542916775371771,0.6055309157318027,0.8588364205583094,0.8023793373336812,0.8488390294808245,0.8680928776415341,0.910033915992695,0.2049673884685625,0.8716410122619358,0.513989042525437,0.906130967910253,0.2046543177667623,0.9016853639446908,0.4661935820506131
sc_metrics_CTRL1_RF_f1,0.3438213677366683,0.2498088660436756,0.6639039578634096,0.3412604921642742,0.6791155597681975,0.5507163527825715,0.7494370145538465,0.2726297355536414,0.5769327527643633,0.7076052046346557,0.6213236781560025,0.7808537881578781,0.7913281620541326,0.7669023860331857,0.3656915178723774,0.7599097717876885,0.426022290394364,0.3541512740747629,0.3899256197905535,0.6628747517977789,0.5014607497275836,0.6619506049857294,0.7086111935169533,0.7793229670887641,0.0586811023372172,0.7055744135006597,0.2939135814344508,0.7464020155529247,0.0601205491130261,0.7712993819686399,0.2792127084719387
sc_metrics_cLISI,0.90367955,0.83094364,0.9935184,0.88535213,0.9943794,0.990837,0.9985819,0.8404676,0.9915351,0.99571735,0.9952279,1.0,0.99904686,0.9988301,0.8888425,0.9997593,0.9296202,0.8870147,0.91572195,0.9939894,0.9839881,0.99235547,0.9831216,0.99775285,0.7231837,0.99611664,0.8711499,0.99738586,0.726245,0.9995255,0.8524082
sc_metrics_isolated_labels,0.512956976890564,0.494311511516571,0.5517160296440125,0.4967696666717529,0.5023993849754333,0.4905048906803131,0.5820361375808716,0.4892811775207519,0.5280773043632507,0.495215356349945,0.5334393382072449,0.5807643532752991,0.59517902135849,0.5615857243537903,0.5195389986038208,0.6299435496330261,0.5215156674385071,0.5008023977279663,0.5152438879013062,0.547997772693634,0.5175475478172302,0.5307034850120544,0.5289047956466675,0.5935783982276917,0.4735410213470459,0.584833025932312,0.516753613948822,0.5669639706611633,0.4062837064266205,0.6032711863517761,0.5174380540847778
sc_metrics_ASW_label,0.4929358065128326,0.4625644981861114,0.5115958452224731,0.4826536476612091,0.4939775466918945,0.4850441217422485,0.5590662360191345,0.4640401005744934,0.5148910880088806,0.4999377727508545,0.5257577896118164,0.5554760694503784,0.540530800819397,0.5282559394836426,0.481729120016098,0.530023455619812,0.5041362047195435,0.4789743721485138,0.4997535049915313,0.5141870975494385,0.5392791628837585,0.4423808753490448,0.4891910254955292,0.536165714263916,0.4704280495643616,0.5417117476463318,0.4728829264640808,0.5274267792701721,0.392623633146286,0.561537504196167,0.4574050009250641
sc_metrics_best_classifier,LR,LR,LR,LR,LR,LR,LR,LR,LR,RF,LR,KNN,RF,LR,LR,RF,LR,LR,LR,LR,KNN,RF,RF,RF,LR,RF,LR,LR,RF,RF,LR
sc_metrics_best_classifier_mean_acc,0.5695822356628124,0.42889150221419214,0.889423576679031,0.546893273387876,0.8697708393882214,0.8701730755563716,0.9007871547566133,0.4587256235067535,0.8847245864599229,0.8767218927595964,0.8782900996941734,0.938089120428792,0.9187531507511915,0.9051235698108557,0.5549403568780499,0.9055051364931926,0.6484505326992013,0.5601489506262055,0.5993294078247355,0.9054364386183493,0.8146443113572854,0.8409440628032521,0.8686685370932736,0.9120703879034522,0.25948159279040606,0.875599001747027,0.5462763338525303,0.9120162712782767,0.2065285192092173,0.903467027390776,0.45693058159227584
sc_metrics_best_classifier_mean_f1,0.38773569532576313,0.24471909606402437,0.750657891884087,0.39461138824524944,0.7218078775045544,0.691687877746855,0.7590079459018193,0.2935662970787212,0.7395147542793589,0.7176875272617569,0.6837443328044341,0.8247199024284253,0.7953898498145632,0.7933441645627815,0.41260385540159905,0.7684088984097514,0.4719911232903693,0.38003329294580723,0.4355201874011324,0.7779708230930472,0.5038900265181102,0.6729009472291307,0.7150691123756453,0.7847595261870163,0.029416055984753248,0.7075203446235176,0.36496543434106893,0.7894411577205191,0.0576159037328734,0.7772500076935904,0.2989940269722285
