,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,INSTINCT,NicheCompass,stClinic,STAMP,STAligner,STAIR,STAIG,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SpaBatch,SIMVI,SEDR,scNiche,PRECAST,MaskGraphene,MENDER_wo_pcs,GraphST,GraphPCA,DeepST,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
batch_metrics_iLISI,1.6195803880691528,2.105774641036988,3.222059488296509,1.1056278944015503,1.7612521648406982,3.128399610519409,2.7589731216430664,2.606496572494507,3.246235609054565,3.095052719116211,3.149817943572998,3.027773380279541,3.114900827407837,3.2175450325012207,1.1175044775009155,2.321798801422119,2.8963961601257324,2.47330379486084,3.0947530269622803,2.117995500564575,1.4959638118743896,2.439964771270752,1.807586908340454,2.80931043624878,2.879721403121948,2.124027967453003,3.0129730701446533,2.782409906387329,2.882235288619995,2.734565258026123,2.8615901470184326,3.1829776763916016,3.2610158920288086,1.1777210235595703,3.345891237258911,1.327347993850708,3.026050329208374,3.1831917762756348,2.196956157684326,2.2122509479522705,3.06205677986145,3.1742897033691406
batch_metrics_ASW_batch,0.7846587300300598,0.8834162950515747,0.9664082527160645,0.8592149019241333,0.905120313167572,0.9439953565597534,0.8924555778503418,0.902048110961914,0.9081935286521912,0.9132902026176452,0.9720685482025146,0.948637306690216,0.950833261013031,0.9589474201202391,0.8348478078842163,0.9356380701065063,0.8035888075828552,0.7706353664398193,0.9136520624160768,0.90153706073761,0.8616917133331299,0.8164805769920349,0.8741344213485718,0.8356313109397888,0.8875670433044434,0.7878953218460083,0.7568395137786865,0.8774176836013794,0.8585408329963684,0.912677764892578,0.8441224694252014,0.8115816712379456,0.9023041725158693,0.8993701934814453,0.9310704469680786,0.9187546372413636,0.8315271139144897,0.8331792950630188,0.9413825273513794,0.8461408615112305,0.8959572911262512,0.8602951169013977
batch_metrics_PCR_comparison,0.0,0.7113196036591006,0.9803446639770452,0.0,0.0,0.0,0.0,0.8713669014106751,0.8720785674223086,0.0,0.2881321539428555,0.480137832199923,0.0845346459865723,0.7711555235083182,0.0,0.0,0.4829856243172352,0.0,0.0,0.0,0.6994102671587462,0.6052108296599589,0.9986395661187384,0.0,0.0,0.0,0.0,0.0,0.0,0.0481611318249974,0.0,0.6957545056274939,0.7150805239482658,0.0,0.0541256481330654,0.9999911700700514,0.0,0.0,0.0,0.0,0.8949810777407721,0.0515533198339302
batch_metrics_kBET,0.0549357408066564,0.0809180973836205,0.5171447259388251,0.0073330609415495,0.0839994712874203,0.4401334931611418,0.2005887611628708,0.1781031407609129,0.4916423524801057,0.4798999564347427,0.4651380922968672,0.3760982906505783,0.4076567779649326,0.5675394822172775,0.1128315600041722,0.1549937894843451,0.1737435714186885,0.1813022248514224,0.4629790203780505,0.1310936659294501,0.0485854318218466,0.1031553805334592,0.0723145830300109,0.2337298787476003,0.3475293434530188,0.0928805936808343,0.2721129577710182,0.254260470319524,0.2383458631736124,0.2123067235619748,0.2764386919148431,0.4169504979719792,0.0142738802020619,0.1083807416772018,0.1390641807601941,0.0245626076923952,0.320471587000791,0.1008119871561675,0.0846550813617839,0.1892291151617655,0.2762907817042512,0.1224743740408342
batch_metrics_graph_connectivity,0.9362234330084552,0.910749196464649,0.6745765737593253,0.9111004137430238,0.7598402415071603,0.5476199727413348,0.7416402503490473,0.801863364943844,0.2481870319979287,0.5409934327527834,0.5366338473724713,0.5214739008390342,0.7556214333505652,0.3420691400720236,0.8460628307015101,0.9413801929376202,0.377931629693883,0.7604130693684363,0.7970692303884236,0.9578375799322518,0.961667622974437,0.883019577899073,0.9583064579187808,0.8071380149078832,0.8261140293887366,0.8270545480383628,0.630113569681866,0.8212002913378971,0.7669758296152009,0.7663141315421171,0.7705776187252649,0.5573805617520515,0.6925812043938391,0.8759294237715126,0.6534425209162891,0.9566246384513584,0.7440428400860313,0.7049017212252946,0.9036008691845528,0.9480651141255592,0.616762111605218,0.3902130510570455
bio_metrics_ARI_kmeans,0.1838686985064732,0.2544833256209298,0.1698205716800912,0.2500457842551812,0.2444943815556737,0.0979595323754291,0.1878276983515348,0.1064569010020702,0.1017160643749251,0.1751892966979395,0.0816997088619648,0.243887630886644,0.2309755454123578,0.2371701866476591,0.1676672977691948,0.1707081479549926,0.1297878155238404,0.4490513801448521,0.3924630673525986,0.2724522654980476,0.4495209065597343,0.478296675340141,0.3068123282674608,0.4171166399236214,0.3469150001423091,0.387164200351103,0.2916749655685671,0.4111377075430011,0.2135598381369363,0.3255608242965322,0.2646918861161872,0.3246329788136536,0.0542625853974724,0.2838313167803887,0.124175692813747,0.3891927080314206,0.4278673776045242,0.1414799217359534,0.3017834235874359,0.3021788867840021,0.2413349359292299,0.1019865416267574
bio_metrics_ARI_mclust,0.4059250822585028,0.2674051065088903,0.1388244098637908,0.2289129278226638,0.1534835664391923,0.1531331231516943,0.2051790020306227,0.15948582197971,0.1052741524204414,0.1814347710615019,0.0460485274785952,0.2347140342895566,0.3157793079864243,0.3790166755085555,0.3658903486848076,0.3525883816197133,0.2531810636909085,0.3602553277162126,0.3326559619448859,0.444906718250018,0.4624362930939639,0.4755175801587149,0.4592227704521526,0.4923623152540435,0.3737355386854518,0.4050971667489083,0.3011244881433744,0.5124435663645902,0.1967888818730964,0.4020192906594928,0.2582947638964342,0.3266060895435063,0.1068557376516332,0.295547727233172,0.1687121315181415,0.4837952520571451,0.4311913655457283,0.1651389115979073,0.4832277947887186,0.4191577436822673,0.2676193923362366,0.1137489750891528
bio_metrics_ARI_leiden,0.397979974414818,0.2532761179998217,0.1873524331228234,0.2347122800557649,0.2231909078635436,0.1519739705347962,0.2305437322281368,0.1462718250155753,0.1010388392460507,0.2108442048807737,0.0477159398938145,0.3118742856011059,0.2912763587400192,0.3026048100386623,0.3607785107568361,0.2696666782376162,0.1417443373824631,0.3908909057976968,0.3699718334763199,0.309072606294111,0.3047335916052982,0.4690697769867643,0.331852753859401,0.4264816785955286,0.3763234703445941,0.4262266297326376,0.3126740967697213,0.4550633542506371,0.2467952171761253,0.4307600990167838,0.2520227102794286,0.3946714213844745,0.0639417968862434,0.1781460590406361,0.1301357915255805,0.4356080176342148,0.3778993685661183,0.1326895505219487,0.2911516493783842,0.3644188126587722,0.3514539185853836,0.1252187206751649
bio_metrics_NMI_kmeans,0.3089441214947025,0.4263162716213806,0.2726483054783428,0.4623956829807432,0.3854188654847966,0.1416104903051291,0.2715847245545827,0.1752405166055722,0.1441641860866985,0.2367482585365448,0.1464216399411237,0.3665060919432706,0.2838590275437788,0.3637552707883935,0.2631602217017448,0.3349202241870823,0.1987915953658176,0.5335394224810655,0.4893196647437912,0.4165946216739609,0.5634418909501239,0.5864875888880711,0.4707282005489458,0.5710400201558713,0.5159124927831343,0.5620104286832789,0.4477411299249999,0.5915872267630836,0.3384200522914429,0.4777682076763517,0.4290062801840571,0.4432645123958022,0.1123465147588025,0.4236805113133126,0.2693762442718739,0.5674778989963736,0.5506423794832204,0.2815567371372279,0.506153557631072,0.5131981343870913,0.4223862312723568,0.2217890749088247
bio_metrics_NMI_mclust,0.5269744991822805,0.4446556944130084,0.2279886326238007,0.4261280451494182,0.2454716891345415,0.2257408440581917,0.2789572300242771,0.2538183256668662,0.1413816099214728,0.2483843176606662,0.0821467227315446,0.4370866976515493,0.4372901360744036,0.4530401287749333,0.4672427788763946,0.5558576175589918,0.3862595125767256,0.4783884719486737,0.4643321051185008,0.5899244440997601,0.6196525384775937,0.5929829058988735,0.6232164929692398,0.6285618919476371,0.5467588536333328,0.5983459955603081,0.4545553239493826,0.6377729091617467,0.3296332669256649,0.5964765480910308,0.4262748798060972,0.4427552205234163,0.1776623002997722,0.4509291780107821,0.3164696465169661,0.6522884115463959,0.594800940693682,0.3168840181184642,0.6218829079194587,0.5756516546738784,0.4426930356285731,0.2283764648897281
bio_metrics_NMI_leiden,0.4952431898086031,0.4437611006026422,0.2731445009084609,0.427917748013599,0.3776657427244018,0.1986423756593993,0.3251124624417926,0.2290928463093046,0.1238472421806251,0.238499842985329,0.1107799637660075,0.4061236087879573,0.3524711577717764,0.3628723511616438,0.4237970450781944,0.4664525595643254,0.2024482171948504,0.5065743127515611,0.4755622211369476,0.4766372152437039,0.4874016473399259,0.589195548954107,0.4940129069661577,0.6170357233125348,0.4943601485283608,0.5796678662781941,0.4519972266829642,0.5916245358603175,0.3531476093466138,0.542304684500812,0.4304302345376471,0.4569954560039153,0.1224470272281146,0.3665873923364481,0.286337820664117,0.5402205577934751,0.5369380210391488,0.2868563028329964,0.5066163063624501,0.564762075192181,0.4551271603176106,0.2442273823203347
bio_metrics_cLISI,0.9828486442565918,0.957740604877472,0.8133333325386047,0.9760975241661072,0.9015059471130372,0.8009030222892761,0.8850741982460022,0.8474518656730652,0.7262400388717651,0.8026363253593445,0.7995789647102356,0.8861942291259766,0.8552815318107605,0.882572591304779,0.9859452843666076,0.9513778686523438,0.7852457761764526,0.9606053233146667,0.9428568482398988,0.9603859782218932,0.9875122904777528,0.9691230058670044,0.979581356048584,0.971773087978363,0.9338736534118652,0.9771782755851746,0.919596552848816,0.9674496054649352,0.8812177777290344,0.9406283497810364,0.9225929975509644,0.8814833760261536,0.7764261960983276,0.9793882966041564,0.8077893853187561,0.9917706251144408,0.9654754996299744,0.8148565292358398,0.9601086378097534,0.9943171739578248,0.8793898820877075,0.8079274296760559
bio_metrics_isolated_labels,0.501110851764679,0.5395732522010803,0.5057201385498047,0.5308036208152771,0.5098019242286682,0.4864999651908874,0.4993484914302826,0.4653042554855346,0.4561067819595337,0.4752983450889587,0.4977173209190368,0.5060982704162598,0.5150285959243774,0.495793879032135,0.506519079208374,0.523571252822876,0.4471074640750885,0.5370290279388428,0.5351330041885376,0.5337831974029541,0.5346259474754333,0.5367388725280762,0.5428042411804199,0.5497022867202759,0.5245577096939087,0.5691871643066406,0.5203156471252441,0.5587608814239502,0.5109643936157227,0.516732394695282,0.5447158217430115,0.4899399876594543,0.4835410714149475,0.5324629545211792,0.4832361936569214,0.5443910360336304,0.5281579494476318,0.4573954343795776,0.5376938581466675,0.538486123085022,0.479483038187027,0.4723569750785827
bio_metrics_ASW_label,0.5103731155395508,0.5213470458984375,0.5037428140640259,0.5380966663360596,0.5207696557044983,0.4945031702518463,0.5152966380119324,0.4438338875770569,0.4749504923820495,0.4873027205467224,0.4933061301708221,0.5101693868637085,0.5080304145812988,0.4991311132907867,0.5240517258644104,0.5139435529708862,0.4752431809902191,0.5672555565834045,0.5410959720611572,0.5345871448516846,0.541391909122467,0.5635895729064941,0.5488234758377075,0.5760202407836914,0.5357210636138916,0.5738855004310608,0.4786550104618072,0.558748722076416,0.5286744832992554,0.5247138142585754,0.5269204378128052,0.5098549723625183,0.4805299043655395,0.5154681205749512,0.4755590260028839,0.5418821573257446,0.5280629396438599,0.4204996228218078,0.5280570983886719,0.4887087047100067,0.4906344711780548,0.4146875441074371
spatial_metrics_moran_i_mean,0.9357712953510624,0.887363002473452,0.1951680237236366,0.6769337934044278,0.2730921686292694,0.1135449405076901,0.1669571468650853,0.5637614712601657,0.0297307849125514,0.1047928955878895,0.102620297319724,0.1077563558292694,0.3715078481414684,0.1014907798327326,0.91861889119307,0.7549801409235155,0.4153543595643815,0.8465320565199874,0.5023733256226519,0.8251927102980137,0.9200386640052162,0.512804017836949,0.8842564234377043,0.9219511618643328,0.6648795163387851,0.9118908302581286,0.3839049525209986,0.6418327377080153,0.6380069498630121,0.7456772035897382,0.8136306221450536,0.4876227856403653,0.5863656643132495,0.4010672955977717,0.3047832005487654,0.6684808059972727,0.7505401393551367,0.8501294090965654,0.7056640215016867,0.8471808711049993,0.3066312903157769,0.314533019477957
