,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
sc_metrics_0_KNN_acc,0.5626616563369284,0.5201307891269338,0.4740373822653848,0.5556585818164071,0.5170562686057294,0.548753111121956,0.7143136010931629,0.5280122980820848,0.4469523205309648,0.5912107754623981,0.5231809086916207,0.6745156410131277,0.5383583036455029,0.5677858572056025,0.546337416426724,0.6020203991996487,0.6294470743253135,0.5917231955492656,0.562588453467376,0.5604411692938364,0.5491923283392709,0.5650529500756429,0.6670489483187741,0.4848714069591528,0.5619784295544386,0.6094870918940023,0.5130301107803426,0.5147381777365673,0.5157386169537845,0.602776828851691,0.3043287296862037,0.5964081792006246,0.5104192084329706,0.5172758772143868,0.3281684642037968
sc_metrics_0_KNN_f1,0.2413911694531512,0.1909876159189064,0.1761776715947887,0.2033786982355112,0.1949625115015347,0.209739689893205,0.3641335802644384,0.1986728219663395,0.1674434464273152,0.284521110740716,0.1914464393947589,0.2687515302465194,0.2003648883111365,0.2141666434605027,0.2046252718336149,0.2427554144644862,0.2688290200318408,0.2258206274760786,0.212877595052297,0.2129042643725244,0.2022397992570698,0.2131417093951808,0.2969111863495228,0.1954109020805825,0.2116499044753378,0.2420754521270723,0.1864085444337744,0.1882523334078168,0.1928583504042312,0.2624734296913535,0.1164832345291138,0.2259596967888288,0.1987299306085627,0.1975104335929269,0.1200758667117988
sc_metrics_0_LR_acc,0.576082182421551,0.5355521936459909,0.5089795519984384,0.5621736372065785,0.4976575081743204,0.6142696793714314,0.7362012590893563,0.5525840612952028,0.5260114196476502,0.6132936411107316,0.5468254355570739,0.6846176370113708,0.5500463618173832,0.5781806646820555,0.5537553072080426,0.6664389244058367,0.6421111707578937,0.6046313015470206,0.5903079400712508,0.5817188033770924,0.5504367771216632,0.5704455614660094,0.6879117661412327,0.5433604997315895,0.5791567029427553,0.6144404860670538,0.5189839441706114,0.5118344639109853,0.5481430872090186,0.6225904055438973,0.4102776828851691,0.5980430432872968,0.4753062320042945,0.5365526328632082,0.3573276072422039
sc_metrics_0_LR_f1,0.2508202961086285,0.1968888925058158,0.1881107120777284,0.2117464854886113,0.1886759140393798,0.2556489628015309,0.4029161884594964,0.2051888065738434,0.1956780103935082,0.299676242850416,0.2008264318629941,0.2873716012581686,0.2025262698329142,0.2207632743018325,0.2066651287794343,0.3251770407281825,0.2596908238588504,0.2303454123273964,0.2235991134721719,0.2190351391601763,0.2019537051539996,0.2139256644798103,0.3203191575773197,0.2257178415647257,0.2181475609018197,0.2421858422359933,0.1879597828796368,0.1841157052764768,0.2064800513631886,0.318198691722827,0.1531221321670682,0.234697844333547,0.2069307125646283,0.2033042766989523,0.1267314771434257
sc_metrics_0_RF_acc,0.537528671123908,0.5296227612122395,0.4996827875652725,0.5222048704309209,0.4872871016543848,0.5768874139866282,0.7129227465716657,0.5490459226001659,0.4788443706993314,0.629910692499146,0.5311112195598068,0.6728319750134205,0.5507539895563907,0.5803035478990777,0.5366258357327607,0.6318627690205456,0.640842321018984,0.6003855351129764,0.5767654092040408,0.5819872138987848,0.5542433263383925,0.5291347420818896,0.6744912400566102,0.5953101361573374,0.5747889317261237,0.6040212776340833,0.5083207261724659,0.524083744082768,0.5294763554731345,0.6142696793714314,0.3093797276853253,0.5882582597237812,0.4979015177394953,0.5391879361670977,0.3215070030745205
sc_metrics_0_RF_f1,0.2209262343094075,0.1954633485622802,0.1834138897239833,0.1949483643256384,0.1819694222410335,0.2153765478066129,0.3338693673813621,0.2045024965961615,0.1777682160262412,0.3038876599594349,0.1917506875202661,0.2526310684543371,0.2043638906690636,0.2165490791265424,0.2030093818922978,0.2383983651851825,0.258958857296556,0.2248435790922007,0.216089971374371,0.2182488163477881,0.2031936347735801,0.2166391497956908,0.3040667421786284,0.242999424178525,0.2185909464807786,0.2267993550419719,0.1864707887754192,0.1914736261925336,0.201434250376287,0.2420462563820417,0.125795560185622,0.2205726108021674,0.1872101863421188,0.2040109073290157,0.1165182165002665
sc_metrics_1_KNN_acc,0.616579476861167,0.5377330650570087,0.5037156270959088,0.5134540576794098,0.4984574111334675,0.5627632461435278,0.7209657947686117,0.5753722334004024,0.4781220657276995,0.6370221327967807,0.5445472837022133,0.699289067739772,0.5536686787391013,0.5913615023474178,0.5731187122736419,0.6472434607645875,0.6548893360160966,0.6159356136820926,0.605177733065057,0.6053923541247485,0.5813011401743796,0.585888665325285,0.6980818242790073,0.5197048960429242,0.5715358819584172,0.6153990610328639,0.5491348088531187,0.5292287055667337,0.562280348759222,0.6374245472837022,0.3000134138162307,0.6168209255533199,0.5776525821596245,0.557290409121395,0.3215828303152246
sc_metrics_1_KNN_f1,0.2310810474113054,0.2058896593736521,0.1911052341637469,0.1901743677233617,0.2076814540473453,0.206138259842424,0.3349900490722657,0.2115360074441959,0.1769204753585319,0.2724690037715703,0.2024928769359687,0.2726332214570439,0.2143253171043512,0.2285457277005629,0.2132397064358701,0.2520829133838592,0.2654379242781995,0.2273973961377961,0.2302358913846341,0.2315637247640284,0.2141269275077567,0.2186975905203787,0.2830379816348893,0.1627016837250851,0.2225671222427517,0.2522152572347741,0.2052214968349127,0.1974119531863077,0.2031738367270947,0.2496317305528586,0.1243276202631176,0.2274207224648434,0.2061947392170345,0.2168537513210422,0.126078039519012
sc_metrics_1_LR_acc,0.6272837022132797,0.5776794097920859,0.5358551307847083,0.5780281690140845,0.5258215962441315,0.6298859825620389,0.7514688128772636,0.6044533869885983,0.5693628437290409,0.6540576794097921,0.5751844399731724,0.7188464118041583,0.5811938296445339,0.6007511737089202,0.6174916163648558,0.6921260898725687,0.6742588866532528,0.6511871227364185,0.6404828973843059,0.6053923541247485,0.5935613682092555,0.6132796780684104,0.7203219315895373,0.5826961770623742,0.6000536552649228,0.6239570757880617,0.5798524480214621,0.5359356136820925,0.6074044265593561,0.6452850435949028,0.4171160295103957,0.6466800804828974,0.5256338028169014,0.6023071763916834,0.3590878604963112
sc_metrics_1_LR_f1,0.2311510215957836,0.210454462974934,0.1954240309077716,0.2200350337983781,0.2108422904189776,0.2562320387527654,0.3623440992534773,0.2173708497687601,0.2042555233905354,0.2805587546324776,0.2109462010047236,0.2921686047955256,0.2142708393221324,0.2328969738495201,0.2172193596251911,0.2929524903044525,0.2668496444034953,0.2361895540156405,0.2302126262989565,0.2211109044832069,0.2110348065306348,0.2191408375537828,0.2906890696081151,0.1994844017480243,0.2238283955146808,0.2423687135859734,0.2081155189294618,0.1918425220467332,0.2151758149894714,0.2654881010474929,0.1588039282885578,0.2330384115842789,0.1835899234793721,0.2188095324157844,0.1269493599309497
sc_metrics_1_RF_acc,0.6178940308517773,0.550449362843729,0.5287458081824279,0.5891884641180416,0.5419450033534541,0.5845204560697519,0.720858484238766,0.6034071093226023,0.5344600938967136,0.6650033534540577,0.5634071093226023,0.7098054996646546,0.578859825620389,0.6137894030851777,0.6106773977196512,0.6761368209255533,0.6718443997317237,0.6450972501676727,0.623849765258216,0.618484238765929,0.5942857142857143,0.512112676056338,0.7062105969148222,0.6316566063044936,0.5872300469483568,0.6283836351441985,0.5459154929577464,0.5502079141515761,0.5890543259557344,0.6521529175050301,0.2968477531857814,0.6424413145539906,0.5748088531187123,0.5835010060362174,0.3307578806170355
sc_metrics_1_RF_f1,0.2227328487525302,0.2045252847429082,0.1936214212538423,0.2137434008349527,0.205717751559089,0.204270395274157,0.3207440498875613,0.2160384695674979,0.191641679895221,0.2847634952423806,0.2019482045258683,0.2607969653349597,0.2209045905523695,0.2324081218354302,0.2170439297850561,0.2496201749744084,0.2633164174355311,0.2303352659295888,0.2259671599313762,0.2258896891009506,0.2118369253919444,0.2120778575659722,0.2789178596778099,0.2421355857315181,0.2248032408427832,0.2441706607556194,0.2056096158292473,0.1988477427680703,0.2100213916673579,0.2482596800191983,0.1280582892035013,0.2292659051314479,0.2026001500268214,0.2195922630928583,0.1223641523773084
sc_metrics_cLISI,0.87139404,0.8433284,0.7918979,0.858691,0.83202815,0.80854094,0.9264599,0.84162796,0.7641952,0.8734937,0.82283354,0.9061663,0.82739776,0.8614089,0.8574958,0.8839569,0.8811588,0.8667023,0.8606491,0.86270297,0.8531762,0.82839704,0.9321712,0.863624,0.84508383,0.8769897,0.83823675,0.8233626,0.85629237,0.8760412,0.7942586,0.8561628,0.84139097,0.8389263,0.79238373
sc_metrics_isolated_labels,0.471911758184433,0.4717200696468353,0.492555022239685,0.4778095781803131,0.4419494569301605,0.480948656797409,0.4989968538284302,0.4531266391277313,0.4686609506607055,0.4621331393718719,0.4854061901569366,0.4969188868999481,0.4918544590473175,0.4188731908798218,0.4755195379257202,0.486618161201477,0.4794837236404419,0.4796874225139618,0.4696686565876007,0.474863201379776,0.4280110597610473,0.4320505857467651,0.4255878925323486,0.4355319738388061,0.4744453430175781,0.4599577486515045,0.4697346091270447,0.4686265587806701,0.4809141159057617,0.4796122312545776,0.4728034436702728,0.4902736246585846,0.4528950154781341,0.395074725151062,0.4689564108848572
sc_metrics_ASW_label,0.524125874042511,0.5129618048667908,0.500696063041687,0.4982533156871795,0.4645492434501648,0.4843536019325256,0.5254194736480713,0.5124617218971252,0.4667055010795593,0.5226079821586609,0.4947161078453064,0.5205932855606079,0.4983283579349518,0.4908106029033661,0.504361629486084,0.5190271139144897,0.5131959915161133,0.5212353467941284,0.5195028781890869,0.5207610130310059,0.5159905552864075,0.5141265392303467,0.5482154488563538,0.4992969632148742,0.5086396336555481,0.4997600615024566,0.5171288251876831,0.4949734210968017,0.5085866451263428,0.5169247388839722,0.4931239187717438,0.5083057284355164,0.5082259774208069,0.5081931948661804,0.4894097745418548
sc_metrics_best_classifier,LR,LR,LR,LR,LR,LR,LR,LR,LR,RF,LR,LR,RF,RF,LR,LR,LR,LR,LR,RF,RF,LR,LR,RF,LR,LR,LR,RF,LR,LR,LR,LR,KNN,LR,LR
sc_metrics_best_classifier_mean_acc,0.6016829423174153,0.5566158017190384,0.5224173413915734,0.5701009031103315,0.511739552209226,0.6220778309667352,0.7438350359833099,0.5785187241419005,0.5476871316883456,0.6474570229766019,0.5610049377651232,0.7017320244077645,0.5648069075883898,0.5970464754921276,0.5856234617864492,0.6792825071392028,0.6581850287055733,0.6279092121417196,0.6153954187277784,0.6002357263323569,0.5742645203120533,0.5918626197672099,0.7041168488653851,0.6134833712309156,0.589605179103839,0.6191987809275578,0.5494181960960367,0.537145829117172,0.5777737568841874,0.6339377245694,0.4136968561977824,0.6223615618850971,0.5440358952962976,0.5694299046274458,0.3582077338692575
sc_metrics_best_classifier_mean_f1,0.24098565885220605,0.2036716777403749,0.19176737149275,0.2158907596434947,0.1997591022291787,0.25594050077714814,0.38263014385648686,0.21127982817130175,0.1999667668920218,0.2943255776009077,0.20588631643385885,0.2897701030268471,0.21263424061071656,0.22447860048098628,0.2119422442023127,0.30906476551631745,0.26327023413117284,0.23326748317151846,0.22690586988556422,0.22206925272436934,0.20751528008276227,0.21653325101679655,0.3055041135927174,0.24256750495502155,0.22098797820825025,0.24227727791098336,0.1980376509045493,0.19516068448030194,0.21082793317632997,0.29184339638515994,0.155963030227813,0.23386812795891296,0.20246233491279858,0.21105690455736836,0.1268404185371877
bio_metrics_scgraph_old_scGraph_Rank_PCA,0.8476911368539796,0.9385025251548216,0.9335025251548216,0.8635025251548216,0.8635025251548216,0.8410244701873129,0.8935025251548216,0.8843578035206463,0.8776911368539796,0.7743578035206464,0.9135025251548216,0.9385025251548216,0.9035025251548215,0.8935025251548216,0.9385025251548216,0.8443578035206464,0.9485025251548216,0.9135025251548216,0.8985025251548215,0.9335025251548216,0.8776911368539796,0.8776911368539796,0.8976911368539795,0.8276911368539797,0.8526911368539796,0.8901691918214883,0.9435025251548216,0.9135025251548216,0.9435025251548216,0.9385025251548216,0.781024470187313,0.8735025251548215,0.8535025251548216,0.9101691918214884,
bio_metrics_scgraph_old_scGraph_Corr_PCA,0.91294689455444,0.9679525459170936,0.962246950771412,0.9576615111515754,0.9401062003263642,0.8583314038751318,0.9362844706364968,0.9181267443695458,0.929822329845606,0.8923102580578732,0.91574576891391,0.946803086778959,0.9708265493559856,0.892189997921891,0.9568774399543676,0.932130728986132,0.9594261740928148,0.9373576279071356,0.9467836446399256,0.9569643574701808,0.8694574551844951,0.8602880694282927,0.9231759217759338,0.8740157251127592,0.9407580616577323,0.9447775948959136,0.9507987293730472,0.9370076735889814,0.9425993240439884,0.9633849750790056,0.8364811542469412,0.9374281994228272,0.9393012824488232,0.8690132277703473,
bio_metrics_scgraph_old_scGraph_Corr_Weighted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bio_metrics_scgraph_scGraph_Rank_PCA,0.660002774926967,0.7621749777364196,0.771634052202525,0.7021664770625453,0.7021664770625453,0.752702412454821,0.731634052202525,0.7960357457881543,0.8157213929562241,0.5289344146746712,0.751634052202525,0.7621749777364196,0.7416340522025251,0.731634052202525,0.7621749777364196,0.7565681706481746,0.7721749777364197,0.751634052202525,0.7221749777364197,0.771634052202525,0.7158226639016831,0.7158226639016831,0.735822663901683,0.640002774926967,0.7052817383677885,0.8545517617584691,0.9033333333333332,0.751634052202525,0.781634052202525,0.7621749777364196,0.6932348373148413,0.7116340522025251,0.6921664770625454,0.8481994479237327,0.7566666666666666
bio_metrics_scgraph_scGraph_Corr_PCA,0.6978783770041499,0.7941810457272462,0.7940973510162674,0.807019635296221,0.767336991439054,0.7906378875760603,0.7543116523711547,0.8211282302924673,0.8770240414326406,0.6698225019138041,0.718558733815317,0.7690385931266848,0.7956897584341078,0.6807748740545696,0.7461353260673455,0.7991147968875686,0.7584887732425183,0.7522041216977906,0.7395210587591284,0.8097206102857717,0.6129458208787172,0.6762232065518845,0.7018734349903804,0.6507158242209476,0.7758130705973739,0.8728978020616858,0.965928350265495,0.7344383215622267,0.7539132892635523,0.8406683742307177,0.7645170157594873,0.7679677304207042,0.7881213334948465,0.806479724418201,0.7749735726717668
bio_metrics_scgraph_scGraph_Corr_Weighted,0.4475383113968162,0.8116702509156117,0.7014748911495061,0.5091566571457413,0.5023605785727396,0.316845291270544,0.5596653772739582,0.4682382310274207,0.4855367566366928,0.179453462744628,0.6210610290095073,0.8262278864463617,0.6780406508090991,0.5731706367028975,0.8203782685449984,0.3526496750888347,0.8480255626018264,0.6700554008858577,0.718706176040748,0.7360571904621535,0.4754773489325725,0.5069434174142842,0.6204668598608026,0.3685607883964169,0.3650079592179576,0.5460205807999269,0.6719901711264453,0.6458752934505754,0.698165689160767,0.8108934863488413,0.0736023184137717,0.4815579129897825,0.5426172189471503,0.5523493472898074,0.1851347080261519
