,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,CellPLM,CELLama,Scanorama,scVI,Harmony,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
bio_metrics_geometry_truthworthiness_mean,0.8147394250322805,0.7990943999030913,0.5952044406360721,0.7811216904308786,0.6147027938602334,0.5884917458437169,0.5832444741754937,0.7210678669355155,0.5325317746869823,0.5740979242541128,0.604456402340944,0.6093033122010245,0.6100340917421478,0.7565982899408412,0.5825802624377668,0.7417111343832243,0.8090196209523628,0.7460428764169459,0.6124918645723665,0.5101549192776091,0.6686319172820852,0.6871645729749393,0.6589320431410024,0.6381894092558786,0.6353020462229826,0.5593133317673367,0.7833487980280067,0.7020826230149746,0.8092989026996388,0.83221183311032,0.7155160818366654,0.7502149829808026,0.6655762112820349,0.7105368909198471
bio_metrics_geometry_truthworthiness_std,0.0117286575850418,0.0094217589965543,0.0129611712017331,0.0123949437066612,0.0156954804457269,0.0110408329584782,0.0074718941064942,0.0061443394073915,0.0080360279482393,0.0042752940445018,0.0109635449803389,0.0141448631451546,0.0136743987759491,0.0086029552773578,0.0131006618573897,0.0134099996608325,0.0110858483965085,0.013371380527518,0.0130587633147955,0.0023051781453491,0.0232890490657852,0.0126710297234334,0.0196844226713028,0.0168015595504552,0.0022700519616563,0.0086981186559945,0.0122832560197412,0.006653229453425,0.0124522863382137,0.0048778948652662,0.0166812328900785,0.0262036105597021,0.0212892066192744,0.0055550980559362
bio_metrics_geometry_truthworthiness_decay_mean,-0.1505920882963009,-0.1116386359255519,-0.0169908986162143,-0.1526972715111804,-0.0259098779292739,-0.0246355664439261,-0.0245579504812777,-0.1324541135490978,-0.0059032724326491,-0.0172234047635625,-0.0224975157602247,-0.0191876575150546,-0.0231093439536632,-0.1032149918374423,-0.0152647576626519,-0.1237219165993992,-0.1704342869122125,-0.1239265840929947,-0.0188761219852071,0.0034065072062031,-0.0543983730792631,-0.0524807022658977,-0.0495641384715561,-0.0260587651529248,-0.013451918106631,-0.0105163305814074,-0.1281775784790566,-0.0881583480669303,-0.1378690127935236,-0.2156829135047533,-0.0631611817184228,-0.0622268592556926,-0.0476366340115443,-0.0661597128940864
bio_metrics_geometry_truthworthiness_decay_std,0.0134508516748652,0.0094931266779424,0.000279495597098,0.0105398639834143,0.0011872434329387,0.0020049391022542,0.0015701306625249,0.0060169063066107,0.0012149533655752,0.0014196894646229,0.001057309175065,0.0014107868171167,0.0003920214651508,0.0098767361253251,0.0006502661435058,0.0071430109858466,0.013689191424891,0.0074338639040683,0.0006009734394731,0.0009196048481879,0.0027632317617759,0.0068168375046242,0.0016170883152766,0.0010388136822148,0.0051898191807253,0.0008693824793807,0.0054557284332353,3.085165269714474e-06,0.0068720370252538,0.0055598107434932,0.0045809431113655,0.0067092666761251,0.0021934909507104,0.0026374481523838
bio_metrics_scgraph_scGraph_Rank_PCA,0.8358008839863018,0.6479452784240554,0.7319267599055368,0.7575418392706161,0.7070524212811982,0.7130694025048202,0.7270045876900054,0.5569979739333917,0.7603379210233387,0.8598022067376245,0.8581289263143439,0.7477437911358497,0.7659280826568595,0.7225484530272299,0.6646516276304045,0.8330231062085239,0.7828379210233388,0.850576016261434,0.7095641114995292,0.6937836882191059,0.5940202461623046,0.5435654342508519,0.8075652197072782,0.76510136308014,0.514466640195748,0.809638400117177,0.7122839027626797,0.7707810427164604,0.7579320509108278,0.6537490821411407,0.7655083414003999,0.5276196670550848,0.7360603577891347,0.3397323005748597
bio_metrics_scgraph_scGraph_Corr_PCA,0.9449988640042438,0.914345861282321,0.9296144126381368,0.941028125672392,0.8864972721274679,0.8851145363244635,0.885960739614816,0.8277808908644925,0.8322115771475331,0.9526528948629276,0.9563637573039664,0.946307174887861,0.9116246836945476,0.9302965456464982,0.8728132701046238,0.94934800482436,0.9326434744655748,0.9562744351906414,0.9174542781725756,0.7178449001856092,0.8371823745249081,0.7793441581902221,0.937143355060957,0.9350759307246004,0.6858809202325382,0.9278060599816584,0.9251511770230788,0.93493001537915,0.9278903725137166,0.9129623774540284,0.9443573660696696,0.8429190057736792,0.9161099376670436,0.6208952945339711
bio_metrics_scgraph_scGraph_Corr_Weighted,0.7864742633495834,0.4803104105418048,0.6191666606473178,0.6761541920711531,0.5682899020875141,0.455874860873487,0.5800424273304564,0.1602071955544693,0.6863267417625907,0.7564175862454254,0.832464365396652,0.6883904303250625,0.6615776288639585,0.5696767225114654,0.5067899641154698,0.790906571413415,0.708189300253069,0.8265795689653777,0.532205068714082,0.5186137967622526,0.3469541217580051,0.2325190285907345,0.7260874996391462,0.6364912077426897,0.4373140510993508,0.7622276980327413,0.6039860196841891,0.6341454027262682,0.6987339030672286,0.3877276047422252,0.6312383178810175,0.0983711112760082,0.6456710140806038,0.364053886664283
sc_metrics_04_KNN_acc,0.563890012131015,0.5379431190187357,0.8608752302646359,0.576560183313115,0.8433751179404232,0.69746596576358,0.7892573123062407,0.541470099294604,0.6226131104820956,0.7139776250168486,0.8484971020353147,0.8646268589657187,0.887608392865166,0.5858830929595183,0.7946938041964325,0.5704722109898009,0.5985757289841398,0.5630588129577212,0.8461607584130835,0.2148312890326638,0.8046457294334367,0.623331985442782,0.854944511838972,0.7577616030911624,0.5882194365817496,0.8046007997483937,0.5557577391382487,0.5027856404726603,0.746708900570607,0.3530350002246484,0.8485195668778361,0.5432672866963203,0.853956058768028,0.4179359302691288
sc_metrics_04_KNN_f1,0.2656600978654727,0.2334089671356749,0.5715043282469547,0.3074701292731402,0.5559055897775271,0.3505915055998538,0.4569263744783181,0.2293960976369317,0.3266825594721004,0.3924985443362629,0.5213423144460264,0.5523956142529962,0.6077982490007547,0.2831260347572756,0.4346719086995107,0.267242376209216,0.2998604977500938,0.2717027216554848,0.5138564927187604,0.0496267593476785,0.4881488324043887,0.2800999928035944,0.5418184305159011,0.4278905314212593,0.2462221610582701,0.4499789154769942,0.2385590921349055,0.2641395579973861,0.4702805881573123,0.1152636658250614,0.5298518937218277,0.2264142196410617,0.538430534356946,0.1606991153837018
sc_metrics_04_LR_acc,0.5861751359122973,0.5409983376016534,0.8535741564451633,0.572112144493867,0.8399155321921193,0.7643662667924698,0.8317383295143101,0.5547692860673047,0.6544008626499528,0.7266477961989486,0.8527429572718696,0.8609426247922002,0.8904389630228692,0.5956328346138293,0.8016129756930404,0.572112144493867,0.6120097048119693,0.5576223210675293,0.8585613514849261,0.2569753336029114,0.8286381812463495,0.6622186278474188,0.8661095385721346,0.7560542750595318,0.5455587006335085,0.7957271869524195,0.574583277171227,0.5569034461068428,0.7658489463988858,0.4286291953093409,0.8626948825088736,0.5386844588219437,0.8553039493193153,0.4680999236195354
sc_metrics_04_LR_f1,0.2743580186202076,0.2239924113145099,0.5752323135906173,0.3338731255306338,0.57157027613781,0.4402805663534972,0.5040315913181735,0.2303502447041442,0.348050520204778,0.391074649428381,0.5096904170178534,0.5435555632260581,0.6324408391505651,0.3225219766678015,0.4027932005639149,0.280184047796891,0.2990266239327364,0.2778756588617664,0.5388771866495239,0.0325494292550001,0.4983773475514527,0.2625197562672846,0.5510450682523511,0.4052903839995891,0.1614349521178802,0.4331926203468109,0.2624336199230117,0.2967705794638757,0.5092445105355284,0.163615787300953,0.547703433117028,0.2061279651934727,0.5371479713972187,0.1865740452768005
sc_metrics_04_RF_acc,0.5788740620928248,0.5420766500426832,0.8392865166015187,0.5863773194949904,0.8445657545940602,0.6863234038729389,0.803275374039628,0.5516242081143011,0.683066001707328,0.6658803971784157,0.838612571325875,0.8628970660915667,0.8846654984948555,0.5994069281574336,0.8062631980949814,0.5832547063845083,0.6063710293390844,0.581165476030013,0.8296490991598149,0.1344970121759446,0.8257851462461249,0.7410028305701577,0.8599766365637777,0.7597160443905289,0.5967336118973806,0.809161162780249,0.5667430471312396,0.486790672597385,0.75185334950802,0.3249090173877881,0.8537314103428135,0.538302556499079,0.8545401446735859,0.4717841577930539
sc_metrics_04_RF_f1,0.2590301253615515,0.2275774592928945,0.5347835131455272,0.2988954358824262,0.5430862002118926,0.3276242740680383,0.4585108799080037,0.2293695211407107,0.3813333383694611,0.3301644977250466,0.4910519908020437,0.5486296431199931,0.5880383403513858,0.2887190371905618,0.4437731175211434,0.2568758800500569,0.2973534612368511,0.2616202991562326,0.4822789830007611,0.0490296298555862,0.5138838269867709,0.3796737486999886,0.5391906373899965,0.4140797026570439,0.2645360611546141,0.4553371799057382,0.2356177384597314,0.2478366228399863,0.4684034506909172,0.1141051769631577,0.5285627595485395,0.2304687812365266,0.5337390452692431,0.1956085160939119
sc_metrics_05_KNN_acc,0.5339511519140828,0.4874631907153993,0.8351593625498008,0.5352069980945782,0.8222111553784861,0.657846873376061,0.7695089208383856,0.4954313182054391,0.6078078988394249,0.6777022345401005,0.8184003117962931,0.8375844448293781,0.8692620821063571,0.5517278711241989,0.7742508227957734,0.5136843928633293,0.5602373116230729,0.5178416767711762,0.8188766672440672,0.210700675558635,0.7721072232807898,0.5808721635198337,0.8251775506668976,0.7391520873029621,0.5474190195738784,0.7738827299497661,0.5016888965875628,0.4804044690802009,0.6986618742421618,0.3474579941105145,0.8137233673999653,0.4918803048674866,0.8375411397886714,0.3950502338472198
sc_metrics_05_KNN_f1,0.2539753657400526,0.2133108257043801,0.5576342527161605,0.2864760871355833,0.5418702261976391,0.3384711406663329,0.448470874081661,0.2166722463530715,0.3275492716297506,0.3788579389096774,0.5035518322078193,0.5377697480794832,0.5954537166482975,0.2816772385043006,0.423880072418511,0.2549725589637944,0.2920021087987975,0.2565244500070818,0.5059057364243333,0.0493012356976736,0.4722166999724905,0.2663590148950019,0.5271887745314445,0.4215389274677087,0.2300198096205378,0.4411203796317083,0.2228897843817073,0.2587619991409233,0.4356892004481741,0.1194659070647926,0.5097912532965537,0.206475441846902,0.5289571543822891,0.1551233696966611
sc_metrics_05_LR_acc,0.5373289450892084,0.4881560713667071,0.8237484843235753,0.5403819504590335,0.8201974709856227,0.7373549281136325,0.8113848952018015,0.500173220162827,0.6336177031006409,0.6981855187943876,0.824376407413823,0.8270829724579941,0.8692837346267106,0.5615148103239217,0.7693357006755587,0.5160445175818466,0.5793348345747446,0.5255716265373289,0.8337302962064784,0.2506928806513078,0.7892127143599516,0.6521955655638316,0.8313701714879612,0.7308591720076217,0.5179066343322363,0.7740559501125931,0.482699636237658,0.5526805820197471,0.7371167503897453,0.4175688550147237,0.8323661874242162,0.4810107396500953,0.835635717997575,0.4351940065823662
sc_metrics_05_LR_f1,0.2847436108668379,0.1969458870282759,0.5556577635999708,0.2994412148547433,0.5503273202463919,0.4308739411336523,0.5043021912972011,0.2151943218167404,0.3460064428051423,0.3785658278917578,0.4986516896666944,0.5117404423223678,0.620178353633645,0.3385419227974439,0.3841874421464386,0.2828899289888652,0.299388380191443,0.2833492443651541,0.5200362130396937,0.0311415151043776,0.4782841731420595,0.2696719803493207,0.5330451945087367,0.3946143639657526,0.1691569064792832,0.4380977913427259,0.2111605411995883,0.3012917772545701,0.5176130988256115,0.1655309140296655,0.5278268961524005,0.2044754165797637,0.5261224585098989,0.177584736896635
sc_metrics_05_RF_acc,0.5346223800450373,0.4822449333102373,0.7949073272128876,0.5412047462324615,0.8201325134245626,0.6419755759570414,0.7695522258790923,0.4981378832496103,0.6620258098042612,0.6308028754547029,0.8087865927593972,0.8295297072579249,0.8560756972111554,0.5505153299844102,0.7848172527282176,0.5300970032911831,0.5721245452970726,0.5278451411744327,0.7976788498181189,0.1286159708990126,0.7884548761475836,0.7186254980079682,0.8262818292049194,0.7268967607829552,0.5537848605577689,0.7790793348345747,0.5023384721981639,0.472609561752988,0.6973194179802529,0.3259786939199723,0.8238567469253422,0.4856443790057163,0.8361553784860558,0.4508271262774987
sc_metrics_05_RF_f1,0.2524166233465269,0.2082747291532506,0.5136932000483804,0.2761176612049159,0.5255157284500229,0.3135981961494509,0.4479353221026519,0.2164561953835659,0.3751947328625466,0.3205672493819215,0.4783720619711087,0.5272217984711249,0.5695142010879439,0.2827500552352321,0.435837368860405,0.248578114247526,0.291982247588409,0.2509908207257245,0.4785118032652579,0.0493565258772936,0.4890912844014405,0.3850627249967276,0.5283589123944453,0.3984188383370982,0.2387944859004161,0.4506682326782894,0.2161482326203077,0.2449611248761911,0.437502967145733,0.1196962621670227,0.5105906461770113,0.2182757352352072,0.523323788274278,0.1883952903299313
sc_metrics_cLISI,0.94158816,0.939928,0.99740875,0.9476994,0.9983989,0.9718672,0.994811,0.94049203,0.9575042,0.97542596,0.9980654,0.9979959,0.9997588,0.95025706,0.9968588,0.93942404,0.95750475,0.9394953,0.9965335,0.7490358,0.9953535,0.9674176,0.9975626,0.9940763,0.95061135,0.99434924,0.94646716,0.95196074,0.9765132,0.9217692,0.9957667,0.93723524,0.99950445,0.93467987
sc_metrics_isolated_labels,0.4841663539409637,0.4689140617847442,0.5167745351791382,0.4962219595909118,0.5165355801582336,0.4790256321430206,0.4290222823619842,0.4401364326477051,0.4158209562301636,0.4973998665809631,0.5212301015853882,0.5311795473098755,0.5354958176612854,0.4915245175361633,0.5191459059715271,0.4915619492530823,0.4758338928222656,0.4912453889846802,0.5209614038467407,0.3246842920780182,0.4447893500328064,0.4352448582649231,0.5304456949234009,0.5182134509086609,0.3724816739559173,0.4479304850101471,0.4790622889995575,0.4864837229251861,0.5162988305091858,0.4840310513973236,0.5126210451126099,0.4582258760929107,0.5387497544288635,0.4295601546764374
sc_metrics_ASW_label,0.5011224150657654,0.4651960730552673,0.517501711845398,0.4988377690315246,0.5245907306671143,0.4944391250610351,0.4224865436553955,0.474397599697113,0.4421592950820923,0.5061807632446289,0.5433058142662048,0.5477116703987122,0.550018846988678,0.4966157674789428,0.5540423393249512,0.4990796446800232,0.4916444718837738,0.4993683397769928,0.5318043231964111,0.3596655130386352,0.4737624824047088,0.5002275109291077,0.5594890117645264,0.5448664426803589,0.3810127079486847,0.5574166178703308,0.4942097961902618,0.5017908215522766,0.5236220955848694,0.4870144128799438,0.5280747413635254,0.464639276266098,0.5781310200691223,0.471352607011795
sc_metrics_best_classifier,LR,KNN,KNN,LR,LR,LR,LR,LR,RF,LR,KNN,KNN,LR,LR,RF,LR,LR,LR,LR,LR,RF,RF,LR,KNN,RF,RF,LR,LR,LR,LR,LR,RF,KNN,RF
sc_metrics_best_classifier_mean_acc,0.5617520405007528,0.5127031548670675,0.8480172964072183,0.5562470474764503,0.830056501588871,0.7508605974530511,0.8215616123580558,0.5274712531150658,0.6725459057557945,0.7124166574966682,0.8334487069158039,0.8511056518975484,0.87986134882479,0.5785738224688755,0.7955402254115995,0.5440783310378567,0.595672269693357,0.5415969738024291,0.8461458238457022,0.25383410712710963,0.8071200111968542,0.729814164289063,0.8487398550300479,0.7484568451970622,0.5752592362275748,0.7941202488074118,0.5286414567044425,0.5547920140632949,0.7514828483943156,0.4230990251620323,0.847530534966545,0.5119734677523976,0.8457485992783498,0.4613056420352763
sc_metrics_best_classifier_mean_f1,0.2795508147435227,0.22335989642002751,0.5645692904815576,0.3166571701926886,0.5609487981921009,0.43557725374357475,0.5041668913076873,0.2227722832604423,0.37826403561600386,0.3848202386600694,0.5124470733269229,0.5450826811662397,0.626309596392105,0.3305319497326227,0.4398052431907742,0.2815369883928781,0.2992075020620897,0.28061245161346027,0.5294566998446089,0.03184547217968885,0.5014875556941057,0.3823682368483581,0.5420451313805439,0.424714729444484,0.2516652735275151,0.4530027062920138,0.2367970805613,0.2990311783592229,0.51342880468057,0.16457335066530926,0.5377651646347142,0.2243722582358669,0.5336938443696175,0.1920019032119216
